name,url,team,team_url,year,league,statistic,value,stat_type,rank
Brett Butler,https://www.baseball-almanac.com/players/player.php?p=butlebr01,Los Angeles,,1991,National League,Base on Balls,108,player,1
Terry Pendleton,https://www.baseball-almanac.com/players/player.php?p=pendlte01,Atlanta,,1991,National League,Batting Average,.319,player,1
Bobby Bonilla,https://www.baseball-almanac.com/players/player.php?p=bonilbo01,Pittsburgh,,1991,National League,Doubles,44,player,1
Terry Pendleton,https://www.baseball-almanac.com/players/player.php?p=pendlte01,Atlanta,,1991,National League,Hits,187,player,1
Howard Johnson,https://www.baseball-almanac.com/players/player.php?p=johnsho01,New York,,1991,National League,Home Runs,38,player,1
Barry Bonds,https://www.baseball-almanac.com/players/player.php?p=bondsba01,Pittsburgh,,1991,National League,On Base Percentage,.419,player,1
Howard Johnson,https://www.baseball-almanac.com/players/player.php?p=johnsho01,New York,,1991,National League,RBI,117,player,1
Brett Butler,https://www.baseball-almanac.com/players/player.php?p=butlebr01,Los Angeles,,1991,National League,Runs,112,player,1
Will Clark,https://www.baseball-almanac.com/players/player.php?p=clarkwi02,San Francisco,,1991,National League,Slugging Average,.536,player,1
Marquis Grissom,https://www.baseball-almanac.com/players/player.php?p=grissma02,Montreal,,1991,National League,Stolen Bases,76,player,1
Will Clark,https://www.baseball-almanac.com/players/player.php?p=clarkwi02,San Francisco,,1991,National League,Total Bases,303,player,1
Terry Pendleton,https://www.baseball-almanac.com/players/player.php?p=pendlte01,Atlanta,,1991,National League,Total Bases,303,player,1
Ray Lankford,https://www.baseball-almanac.com/players/player.php?p=lankfra01,St. Louis,,1991,National League,Triples,15,player,1
Tom Glavine,https://www.baseball-almanac.com/players/player.php?p=glavito02,Atlanta,,1991,National League,Complete Games,9,pitcher,1
Dennis Martinez,https://www.baseball-almanac.com/players/player.php?p=martide01,Montreal,,1991,National League,Complete Games,9,pitcher,1
Dennis Martinez,https://www.baseball-almanac.com/players/player.php?p=martide01,Montreal,,1991,National League,ERA,2.39,pitcher,1
Barry Jones,https://www.baseball-almanac.com/players/player.php?p=jonesba01,Montreal,,1991,National League,Games,77,pitcher,1
Lee Smith,https://www.baseball-almanac.com/players/player.php?p=smithle02,St. Louis,,1991,National League,Saves,47,pitcher,1
Dennis Martinez,https://www.baseball-almanac.com/players/player.php?p=martide01,Montreal,,1991,National League,Shutouts,5,pitcher,1
David Cone,https://www.baseball-almanac.com/players/player.php?p=coneda01,New York,,1991,National League,Strikeouts,241,pitcher,1
Jose Rijo,https://www.baseball-almanac.com/players/player.php?p=rijojo01,Cincinnati,,1991,National League,Winning Percentage,.714,pitcher,1
John Smiley,https://www.baseball-almanac.com/players/player.php?p=smilejo01,Pittsburgh,,1991,National League,Winning Percentage,.714,pitcher,1
Tom Glavine,https://www.baseball-almanac.com/players/player.php?p=glavito02,Atlanta,,1991,National League,Wins,20,pitcher,1
John Smiley,https://www.baseball-almanac.com/players/player.php?p=smilejo01,Pittsburgh,,1991,National League,Wins,20,pitcher,1
