year,league,division,team,wins,losses,winning_percentage,games_back,ties,payroll
2006,National League,League,New York Mets,97,65,0.599,0,0,
2006,National League,League,Philadelphia Phillies,85,77,0.525,0,0,
2006,National League,League,Atlanta Braves,79,83,0.488,0,0,
2006,National League,League,Florida Marlins,78,84,0.481,0,0,
2006,National League,League,Washington Nationals,71,91,0.438,0,0,
2006,National League,League,St. Louis Cardinals,83,78,0.516,0,0,
2006,National League,League,Houston Astros,82,80,0.506,0,0,
2006,National League,League,Cincinnati Reds,80,82,0.494,0,0,
2006,National League,League,Milwaukee Brewers,75,87,0.463,0,0,
2006,National League,League,Pittsburgh Pirates,67,95,0.414,0,0,
2006,National League,League,Chicago Cubs,66,96,0.407,0,0,
2006,National League,League,San Diego Padres,88,74,0.543,0,0,
2006,National League,League,Los Angeles Dodgers,88,74,0.543,0,0,
2006,National League,League,San Francisco Giants,76,85,0.472,0,0,
2006,National League,League,Arizona Diamondbacks,76,86,0.469,0,0,
2006,National League,League,Colorado Rockies,76,86,0.469,0,0,
