year,league,division,team,wins,losses,winning_percentage,games_back,ties,payroll
2021,American League,League,Tampa Bay Rays,100,62,0.617,0,0,
2021,American League,League,Boston Red Sox,92,70,0.568,0,0,
2021,American League,League,New York Yankees,92,70,0.568,0,0,
2021,American League,League,Toronto Blue Jays,91,71,0.562,0,0,
2021,American League,League,Baltimore Orioles,52,110,0.321,0,0,
2021,American League,League,Chicago White Sox,93,69,0.586,0,0,
2021,American League,League,Cleveland Indians,80,82,0.494,0,0,
2021,American League,League,Detroit Tigers,77,85,0.475,0,0,
2021,American League,League,Kansas City Royals,74,88,0.457,0,0,
2021,American League,League,Minnesota Twins,73,89,0.451,0,0,
2021,American League,League,Houston Astros,95,67,0.586,0,0,
2021,American League,League,Seattle Mariners,90,72,0.556,0,0,
2021,American League,League,Oakland Athletics,86,76,0.531,0,0,
2021,American League,League,Los Angeles Angels,77,85,0.754,0,0,
2021,American League,League,Texas Rangers,60,102,0.37,0,0,
