name,url,team,team_url,year,league,statistic,value,stat_type,rank
George Burns,https://www.baseball-almanac.com/players/player.php?p=burnsge01,New York,,1917,National League,Base on Balls,75,player,1
Edd Roush,https://www.baseball-almanac.com/players/player.php?p=roushed01,Cincinnati,,1917,National League,Batting Average,.341,player,1
Heinie Groh,https://www.baseball-almanac.com/players/player.php?p=grohhe01,Cincinnati,,1917,National League,Doubles,39,player,1
Heinie Groh,https://www.baseball-almanac.com/players/player.php?p=grohhe01,Cincinnati,,1917,National League,Hits,182,player,1
Gavvy Cravath,https://www.baseball-almanac.com/players/player.php?p=cravaga01,Philadelphia,,1917,National League,Home Runs,12,player,1
Dave Robertson,https://www.baseball-almanac.com/players/player.php?p=roberda01,New York,,1917,National League,Home Runs,12,player,1
Heinie Groh,https://www.baseball-almanac.com/players/player.php?p=grohhe01,Cincinnati,,1917,National League,On Base Percentage,.385,player,1
Heinie Zimmerman,https://www.baseball-almanac.com/players/player.php?p=zimmehe01,New York,,1917,National League,RBI,102,player,1
George Burns,https://www.baseball-almanac.com/players/player.php?p=burnsge01,New York,,1917,National League,Runs,103,player,1
Rogers Hornsby,https://www.baseball-almanac.com/players/player.php?p=hornsro01,St. Louis,,1917,National League,Slugging Average,.484,player,1
Max Carey,https://www.baseball-almanac.com/players/player.php?p=careyma01,Pittsburgh,,1917,National League,Stolen Bases,46,player,1
Rogers Hornsby,https://www.baseball-almanac.com/players/player.php?p=hornsro01,St. Louis,,1917,National League,Total Bases,253,player,1
Rogers Hornsby,https://www.baseball-almanac.com/players/player.php?p=hornsro01,St. Louis,,1917,National League,Triples,17,player,1
Grover Alexander,https://www.baseball-almanac.com/players/player.php?p=alexape01,Philadelphia,,1917,National League,Complete Games,34,pitcher,1
Fred Anderson,https://www.baseball-almanac.com/players/player.php?p=anderfr01,New York,,1917,National League,ERA,1.44,pitcher,1
Phil Douglas,https://www.baseball-almanac.com/players/player.php?p=douglph01,Chicago,,1917,National League,Games,51,pitcher,1
Slim Sallee,https://www.baseball-almanac.com/players/player.php?p=sallesl01,New York,,1917,National League,Saves,4,pitcher,1
Grover Alexander,https://www.baseball-almanac.com/players/player.php?p=alexape01,Philadelphia,,1917,National League,Shutouts,8,pitcher,1
Grover Alexander,https://www.baseball-almanac.com/players/player.php?p=alexape01,Philadelphia,,1917,National League,Strikeouts,200,pitcher,1
Ferdie Schupp,https://www.baseball-almanac.com/players/player.php?p=schupfe01,New York,,1917,National League,Winning Percentage,.750,pitcher,1
Grover Alexander,https://www.baseball-almanac.com/players/player.php?p=alexape01,Philadelphia,,1917,National League,Wins,30,pitcher,1
