year,league,division,team,wins,losses,winning_percentage,games_back,ties,payroll
1961,American League,League,New York Yankees,109,53,0.673,.673,0,
1961,American League,League,Detroit Tigers,101,61,0.623,.623,0,
1961,American League,League,Baltimore Orioles,95,67,0.586,.586,0,
1961,American League,League,Chicago White Sox,86,76,0.531,.531,0,
1961,American League,League,Cleveland Indians,78,83,0.484,.484,0,
1961,American League,League,Boston Red Sox,76,86,0.469,.469,0,
1961,American League,League,Minnesota Twins,70,90,0.438,.438,0,
1961,American League,League,Los Angeles Angels,70,91,0.435,.435,0,
1961,American League,League,Kansas City Athletics,61,100,0.379,.379,0,
1961,American League,League,Washington Senators,61,100,0.379,.379,0,
