year,league,division,team,wins,losses,winning_percentage,games_back,ties,payroll
1987,American League,League,Detroit Tigers,98,64,0.605,.605,0,
1987,American League,League,Toronto Blue Jays,96,66,0.593,.593,0,
1987,American League,League,Milwaukee Brewers,91,71,0.562,.562,0,
1987,American League,League,New York Yankees,89,73,0.549,.549,0,
1987,American League,League,Boston Red Sox,78,84,0.481,.481,0,
1987,American League,League,Baltimore Orioles,67,95,0.414,.414,0,
1987,American League,League,Cleveland Indians,61,101,0.377,.377,0,
1987,American League,League,Minnesota Twins,85,77,0.525,.525,0,
1987,American League,League,Kansas City Royals,83,79,0.512,.512,0,
1987,American League,League,Oakland Athletics,81,81,0.5,.500,0,
1987,American League,League,Seattle Mariners,78,84,0.481,.481,0,
1987,American League,League,Chicago White Sox,77,85,0.475,.475,0,
1987,American League,League,Texas Rangers,75,87,0.463,.463,0,
1987,American League,League,California Angels,75,87,0.463,.463,0,
