name,url,team,team_url,year,league,statistic,value,stat_type,rank
Joey Votto,https://www.baseball-almanac.com/players/player.php?p=vottojo01,Cincinnati,,2011,National League,Base on Balls,110,player,1
Jose Reyes,https://www.baseball-almanac.com/players/player.php?p=reyesjo01,New York,,2011,National League,Batting Average,.337,player,1
Joey Votto,https://www.baseball-almanac.com/players/player.php?p=vottojo01,Cincinnati,,2011,National League,Doubles,40,player,1
Starlin Castro,https://www.baseball-almanac.com/players/player.php?p=castrst01,Chicago,,2011,National League,Hits,207,player,1
Matt Kemp,https://www.baseball-almanac.com/players/player.php?p=kempma01,Los Angeles,,2011,National League,Home Runs,39,player,1
Joey Votto,https://www.baseball-almanac.com/players/player.php?p=vottojo01,Cincinnati,,2011,National League,On Base Percentage,.416,player,1
Matt Kemp,https://www.baseball-almanac.com/players/player.php?p=kempma01,Los Angeles,,2011,National League,RBI,126,player,1
Matt Kemp,https://www.baseball-almanac.com/players/player.php?p=kempma01,Los Angeles,,2011,National League,Runs,115,player,1
Ryan Braun,https://www.baseball-almanac.com/players/player.php?p=braunry02,Milwaukee,,2011,National League,Slugging Average,.597,player,1
Michael Bourn,https://www.baseball-almanac.com/players/player.php?p=bournmi01,Houston / Atlanta,,2011,National League,Stolen Bases,61,player,1
Matt Kemp,https://www.baseball-almanac.com/players/player.php?p=kempma01,Los Angeles,,2011,National League,Total Bases,353,player,1
Jose Reyes,https://www.baseball-almanac.com/players/player.php?p=reyesjo01,New York,,2011,National League,Triples,16,player,1
Shane Victorino,https://www.baseball-almanac.com/players/player.php?p=victosh01,Philadelphia,,2011,National League,Triples,16,player,1
Roy Halladay,https://www.baseball-almanac.com/players/player.php?p=hallaro01,Philadelphia,,2011,National League,Complete Games,8,pitcher,1
Clayton Kershaw,https://www.baseball-almanac.com/players/player.php?p=kershcl01,Los Angeles,,2011,National League,ERA,2.28,pitcher,1
Jonny Venters,https://www.baseball-almanac.com/players/player.php?p=ventejo01,Atlanta,,2011,National League,Games,85,pitcher,1
John Axford,https://www.baseball-almanac.com/players/player.php?p=valvejo01,Milwaukee,,2011,National League,Saves,46,pitcher,1
Craig Kimbrel,https://www.baseball-almanac.com/players/player.php?p=kimbrcr01,Atlanta,,2011,National League,Saves,46,pitcher,1
Cliff Lee,https://www.baseball-almanac.com/players/player.php?p=leecl01,Philadelphia,,2011,National League,Shutouts,6,pitcher,1
Clayton Kershaw,https://www.baseball-almanac.com/players/player.php?p=kershcl01,Los Angeles,,2011,National League,Strikeouts,248,pitcher,1
Ian Kennedy,https://www.baseball-almanac.com/players/player.php?p=kenneia01,Arizona,,2011,National League,Winning Percentage,.840,pitcher,1
Ian Kennedy,https://www.baseball-almanac.com/players/player.php?p=kenneia01,Arizona,,2011,National League,Wins,21,pitcher,1
Clayton Kershaw,https://www.baseball-almanac.com/players/player.php?p=kershcl01,Los Angeles,,2011,National League,Wins,21,pitcher,1
