name,url,team,team_url,year,league,statistic,value,stat_type,rank
Augie Galan,https://www.baseball-almanac.com/players/player.php?p=galanau01,Brooklyn,,1943,National League,Base on Balls,103,player,1
Stan Musial,https://www.baseball-almanac.com/players/player.php?p=musiast01,St. Louis,,1943,National League,Batting Average,.357,player,1
Stan Musial,https://www.baseball-almanac.com/players/player.php?p=musiast01,St. Louis,,1943,National League,Doubles,48,player,1
Stan Musial,https://www.baseball-almanac.com/players/player.php?p=musiast01,St. Louis,,1943,National League,Hits,220,player,1
Bill Nicholson,https://www.baseball-almanac.com/players/player.php?p=nichobi01,Chicago,,1943,National League,Home Runs,29,player,1
Stan Musial,https://www.baseball-almanac.com/players/player.php?p=musiast01,St. Louis,,1943,National League,On Base Percentage,.425,player,1
Bill Nicholson,https://www.baseball-almanac.com/players/player.php?p=nichobi01,Chicago,,1943,National League,RBI,128,player,1
Arky Vaughan,https://www.baseball-almanac.com/players/player.php?p=vaughar01,Brooklyn,,1943,National League,Runs,112,player,1
Stan Musial,https://www.baseball-almanac.com/players/player.php?p=musiast01,St. Louis,,1943,National League,Slugging Average,.562,player,1
Arky Vaughan,https://www.baseball-almanac.com/players/player.php?p=vaughar01,Brooklyn,,1943,National League,Stolen Bases,20,player,1
Stan Musial,https://www.baseball-almanac.com/players/player.php?p=musiast01,St. Louis,,1943,National League,Total Bases,347,player,1
Stan Musial,https://www.baseball-almanac.com/players/player.php?p=musiast01,St. Louis,,1943,National League,Triples,20,player,1
Rip Sewell,https://www.baseball-almanac.com/players/player.php?p=sewelri01,Pittsburgh,,1943,National League,Complete Games,25,pitcher,1
Max Lanier,https://www.baseball-almanac.com/players/player.php?p=laniema01,St. Louis,,1943,National League,ERA,1.94,pitcher,1
Ace Adams,https://www.baseball-almanac.com/players/player.php?p=adamsac01,New York,,1943,National League,Games,70,pitcher,1
Les Webber,https://www.baseball-almanac.com/players/player.php?p=webbele01,Brooklyn,,1943,National League,Saves,10,pitcher,1
Hi Bithorn,https://www.baseball-almanac.com/players/player.php?p=bithohi01,Chicago,,1943,National League,Shutouts,7,pitcher,1
Johnny Vander Meer,https://www.baseball-almanac.com/players/player.php?p=vandejo01,Cincinnati,,1943,National League,Strikeouts,174,pitcher,1
Mort Cooper,https://www.baseball-almanac.com/players/player.php?p=coopemo01,St. Louis,,1943,National League,Winning Percentage,.724,pitcher,1
Mort Cooper,https://www.baseball-almanac.com/players/player.php?p=coopemo01,St. Louis,,1943,National League,Wins,21,pitcher,1
Elmer Riddle,https://www.baseball-almanac.com/players/player.php?p=riddlel01,Cincinnati,,1943,National League,Wins,21,pitcher,1
Rip Sewell,https://www.baseball-almanac.com/players/player.php?p=sewelri01,Pittsburgh,,1943,National League,Wins,21,pitcher,1
