name,url,team,team_url,year,league,statistic,value,stat_type,rank
Billy Hamilton,https://www.baseball-almanac.com/players/player.php?p=hamilbi01,Philadelphia,,1894,National League,Base on Balls,126,player,1
Hugh Duffy,https://www.baseball-almanac.com/players/player.php?p=duffyhu01,Boston,,1894,National League,Batting Average,.440,player,1
Hugh Duffy,https://www.baseball-almanac.com/players/player.php?p=duffyhu01,Boston,,1894,National League,Doubles,51,player,1
Hugh Duffy,https://www.baseball-almanac.com/players/player.php?p=duffyhu01,Boston,,1894,National League,Hits,237,player,1
Hugh Duffy,https://www.baseball-almanac.com/players/player.php?p=duffyhu01,Boston,,1894,National League,Home Runs,18,player,1
Billy Hamilton,https://www.baseball-almanac.com/players/player.php?p=hamilbi01,Philadelphia,,1894,National League,On Base Percentage,.523,player,1
Hugh Duffy,https://www.baseball-almanac.com/players/player.php?p=duffyhu01,Boston,,1894,National League,RBI,145,player,1
Billy Hamilton,https://www.baseball-almanac.com/players/player.php?p=hamilbi01,Philadelphia,,1894,National League,Runs,192,player,1
Hugh Duffy,https://www.baseball-almanac.com/players/player.php?p=duffyhu01,Boston,,1894,National League,Slugging Average,.694,player,1
Billy Hamilton,https://www.baseball-almanac.com/players/player.php?p=hamilbi01,Philadelphia,,1894,National League,Stolen Bases,98,player,1
Hugh Duffy,https://www.baseball-almanac.com/players/player.php?p=duffyhu01,Boston,,1894,National League,Total Bases,374,player,1
Heinie Reitz,https://www.baseball-almanac.com/players/player.php?p=reitzhe01,Baltimore,,1894,National League,Triples,31,player,1
Ted Breitenstein,https://www.baseball-almanac.com/players/player.php?p=breitte01,St. Louis,,1894,National League,Complete Games,46,pitcher,1
Amos Rusie,https://www.baseball-almanac.com/players/player.php?p=rusieam01,New York,,1894,National League,ERA,2.78,pitcher,1
Ted Breitenstein,https://www.baseball-almanac.com/players/player.php?p=breitte01,St. Louis,,1894,National League,Games,56,pitcher,1
Tony Mullane,https://www.baseball-almanac.com/players/player.php?p=mullato01,Baltimore,,1894,National League,Saves,4,pitcher,1
Tony Mullane,https://www.baseball-almanac.com/players/player.php?p=mullato01,Cleveland,,1894,National League,Saves,4,pitcher,1
Nig Cuppy,https://www.baseball-almanac.com/players/player.php?p=cuppyni01,Cleveland,,1894,National League,Shutouts,3,pitcher,1
Kid Nichols,https://www.baseball-almanac.com/players/player.php?p=nichoki01,Boston,,1894,National League,Shutouts,3,pitcher,1
Amos Rusie,https://www.baseball-almanac.com/players/player.php?p=rusieam01,New York,,1894,National League,Shutouts,3,pitcher,1
Amos Rusie,https://www.baseball-almanac.com/players/player.php?p=rusieam01,New York,,1894,National League,Strikeouts,195,pitcher,1
Jouett Meekin,https://www.baseball-almanac.com/players/player.php?p=meekijo01,New York,,1894,National League,Winning Percentage,.786,pitcher,1
Amos Rusie,https://www.baseball-almanac.com/players/player.php?p=rusieam01,New York,,1894,National League,Wins,36,pitcher,1
