name,url,team,team_url,year,league,statistic,value,stat_type,rank
Eddie Stanky,https://www.baseball-almanac.com/players/player.php?p=stanked01,Brooklyn,,1945,National League,Base on Balls,148,player,1
Phil Cavarretta,https://www.baseball-almanac.com/players/player.php?p=cavarph01,Chicago,,1945,National League,Batting Average,.355,player,1
Tommy Holmes,https://www.baseball-almanac.com/players/player.php?p=holmeto01,Boston,,1945,National League,Doubles,47,player,1
Tommy Holmes,https://www.baseball-almanac.com/players/player.php?p=holmeto01,Boston,,1945,National League,Hits,224,player,1
Tommy Holmes,https://www.baseball-almanac.com/players/player.php?p=holmeto01,Boston,,1945,National League,Home Runs,28,player,1
Phil Cavarretta,https://www.baseball-almanac.com/players/player.php?p=cavarph01,Chicago,,1945,National League,On Base Percentage,.449,player,1
Dixie Walker,https://www.baseball-almanac.com/players/player.php?p=walkedi02,Brooklyn,,1945,National League,RBI,124,player,1
Eddie Stanky,https://www.baseball-almanac.com/players/player.php?p=stanked01,Brooklyn,,1945,National League,Runs,128,player,1
Tommy Holmes,https://www.baseball-almanac.com/players/player.php?p=holmeto01,Boston,,1945,National League,Slugging Average,.577,player,1
Red Schoendienst,https://www.baseball-almanac.com/players/player.php?p=schoere01,St. Louis,,1945,National League,Stolen Bases,26,player,1
Tommy Holmes,https://www.baseball-almanac.com/players/player.php?p=holmeto01,Boston,,1945,National League,Total Bases,367,player,1
Luis Olmo,https://www.baseball-almanac.com/players/player.php?p=olmolu01,Brooklyn,,1945,National League,Triples,13,player,1
Red Barrett,https://www.baseball-almanac.com/players/player.php?p=barrere01,Boston,,1945,National League,Complete Games,24,pitcher,1
Red Barrett,https://www.baseball-almanac.com/players/player.php?p=barrere01,St. Louis,,1945,National League,Complete Games,24,pitcher,1
Hank Borowy,https://www.baseball-almanac.com/players/player.php?p=borowha01,Chicago,,1945,National League,ERA,2.13,pitcher,1
Andy Karl,https://www.baseball-almanac.com/players/player.php?p=karlan01,Philadelphia,,1945,National League,Games,67,pitcher,1
Ace Adams,https://www.baseball-almanac.com/players/player.php?p=adamsac01,New York,,1945,National League,Saves,15,pitcher,1
Andy Karl,https://www.baseball-almanac.com/players/player.php?p=karlan01,Philadelphia,,1945,National League,Saves,15,pitcher,1
Claude Passeau,https://www.baseball-almanac.com/players/player.php?p=passecl01,Chicago,,1945,National League,Shutouts,5,pitcher,1
Preacher Roe,https://www.baseball-almanac.com/players/player.php?p=roepr01,Pittsburgh,,1945,National League,Strikeouts,148,pitcher,1
Harry Brecheen,https://www.baseball-almanac.com/players/player.php?p=brechha01,St. Louis,,1945,National League,Winning Percentage,.789,pitcher,1
Red Barrett,https://www.baseball-almanac.com/players/player.php?p=barrere01,Boston,,1945,National League,Wins,23,pitcher,1
Red Barrett,https://www.baseball-almanac.com/players/player.php?p=barrere01,St. Louis,,1945,National League,Wins,23,pitcher,1
