name,url,team,team_url,year,league,statistic,value,stat_type,rank
Babe Ruth,https://www.baseball-almanac.com/players/player.php?p=ruthba01,New York,,1930,American League,Base on Balls,136,player,1
Al Simmons,https://www.baseball-almanac.com/players/player.php?p=simmoal01,Philadelphia,,1930,American League,Batting Average,.381,player,1
Johnny Hodapp,https://www.baseball-almanac.com/players/player.php?p=hodapjo01,Cleveland,,1930,American League,Doubles,51,player,1
Johnny Hodapp,https://www.baseball-almanac.com/players/player.php?p=hodapjo01,Cleveland,,1930,American League,Hits,225,player,1
Babe Ruth,https://www.baseball-almanac.com/players/player.php?p=ruthba01,New York,,1930,American League,Home Runs,49,player,1
Babe Ruth,https://www.baseball-almanac.com/players/player.php?p=ruthba01,New York,,1930,American League,On Base Percentage,.493,player,1
Lou Gehrig,https://www.baseball-almanac.com/players/player.php?p=gehrilo01,New York,,1930,American League,RBI,174,player,1
Al Simmons,https://www.baseball-almanac.com/players/player.php?p=simmoal01,Philadelphia,,1930,American League,Runs,152,player,1
Babe Ruth,https://www.baseball-almanac.com/players/player.php?p=ruthba01,New York,,1930,American League,Slugging Average,.732,player,1
Marty McManus,https://www.baseball-almanac.com/players/player.php?p=mcmanma01,Detroit,,1930,American League,Stolen Bases,23,player,1
Lou Gehrig,https://www.baseball-almanac.com/players/player.php?p=gehrilo01,New York,,1930,American League,Total Bases,419,player,1
Earle Combs,https://www.baseball-almanac.com/players/player.php?p=combsea01,New York,,1930,American League,Triples,22,player,1
Ted Lyons,https://www.baseball-almanac.com/players/player.php?p=lyonste01,Chicago,,1930,American League,Complete Games,29,pitcher,1
Lefty Grove,https://www.baseball-almanac.com/players/player.php?p=grovele01,Philadelphia,,1930,American League,ERA,2.54,pitcher,1
Lefty Grove,https://www.baseball-almanac.com/players/player.php?p=grovele01,Philadelphia,,1930,American League,Games,50,pitcher,1
Lefty Grove,https://www.baseball-almanac.com/players/player.php?p=grovele01,Philadelphia,,1930,American League,Saves,9,pitcher,1
Clint Brown,https://www.baseball-almanac.com/players/player.php?p=browncl01,Cleveland,,1930,American League,Shutouts,3,pitcher,1
George Earnshaw,https://www.baseball-almanac.com/players/player.php?p=earnsge01,Philadelphia,,1930,American League,Shutouts,3,pitcher,1
George Pipgras,https://www.baseball-almanac.com/players/player.php?p=pipgrge01,New York,,1930,American League,Shutouts,3,pitcher,1
Lefty Grove,https://www.baseball-almanac.com/players/player.php?p=grovele01,Philadelphia,,1930,American League,Strikeouts,209,pitcher,1
Lefty Grove,https://www.baseball-almanac.com/players/player.php?p=grovele01,Philadelphia,,1930,American League,Winning Percentage,.848,pitcher,1
Lefty Grove,https://www.baseball-almanac.com/players/player.php?p=grovele01,Philadelphia,,1930,American League,Wins,28,pitcher,1
