name,url,team,team_url,year,league,statistic,value,stat_type,rank
George Gore,https://www.baseball-almanac.com/players/player.php?p=gorege01,Chicago,,1886,National League,Base on Balls,102,player,1
King Kelly,https://www.baseball-almanac.com/players/player.php?p=kellyki01,Chicago,,1886,National League,Batting Average,.388,player,1
Dan Brouthers,https://www.baseball-almanac.com/players/player.php?p=broutda01,Detroit,,1886,National League,Doubles,40,player,1
Hardy Richardson,https://www.baseball-almanac.com/players/player.php?p=richaha01,Detroit,,1886,National League,Hits,189,player,1
Dan Brouthers,https://www.baseball-almanac.com/players/player.php?p=broutda01,Detroit,,1886,National League,Home Runs,11,player,1
Hardy Richardson,https://www.baseball-almanac.com/players/player.php?p=richaha01,Detroit,,1886,National League,Home Runs,11,player,1
King Kelly,https://www.baseball-almanac.com/players/player.php?p=kellyki01,Chicago,,1886,National League,On Base Percentage,.483,player,1
Cap Anson,https://www.baseball-almanac.com/players/player.php?p=ansonca01,Chicago,,1886,National League,RBI,147,player,1
King Kelly,https://www.baseball-almanac.com/players/player.php?p=kellyki01,Chicago,,1886,National League,Runs,155,player,1
Dan Brouthers,https://www.baseball-almanac.com/players/player.php?p=broutda01,Detroit,,1886,National League,Slugging Average,.581,player,1
Dan Brouthers,https://www.baseball-almanac.com/players/player.php?p=broutda01,Detroit,,1886,National League,Total Bases,284,player,1
Roger Connor,https://www.baseball-almanac.com/players/player.php?p=connoro01,New York,,1886,National League,Triples,20,player,1
Tim Keefe,https://www.baseball-almanac.com/players/player.php?p=keefeti01,New York,,1886,National League,Complete Games,62,pitcher,1
Henry Boyle,https://www.baseball-almanac.com/players/player.php?p=boylehe01,St. Louis,,1886,National League,ERA,1.76,pitcher,1
Tim Keefe,https://www.baseball-almanac.com/players/player.php?p=keefeti01,New York,,1886,National League,Games,64,pitcher,1
Charlie Ferguson,https://www.baseball-almanac.com/players/player.php?p=ferguch01,Philadelphia,,1886,National League,Saves,2,pitcher,1
Lady Baldwin,https://www.baseball-almanac.com/players/player.php?p=baldwla01,Detroit,,1886,National League,Shutouts,7,pitcher,1
Lady Baldwin,https://www.baseball-almanac.com/players/player.php?p=baldwla01,Detroit,,1886,National League,Strikeouts,323,pitcher,1
Jocko Flynn,https://www.baseball-almanac.com/players/player.php?p=flynnjo02,Chicago,,1886,National League,Winning Percentage,.793,pitcher,1
Lady Baldwin,https://www.baseball-almanac.com/players/player.php?p=baldwla01,Detroit,,1886,National League,Wins,42,pitcher,1
Tim Keefe,https://www.baseball-almanac.com/players/player.php?p=keefeti01,New York,,1886,National League,Wins,42,pitcher,1
