name,url,team,team_url,year,league,statistic,value,stat_type,rank
Dick Allen,https://www.baseball-almanac.com/players/player.php?p=allendi01,Chicago,,1972,American League,Base on Balls,99,player,1
Roy White,https://www.baseball-almanac.com/players/player.php?p=whitero01,New York,,1972,American League,Base on Balls,99,player,1
Rod Carew,https://www.baseball-almanac.com/players/player.php?p=carewro01,Minnesota,,1972,American League,Batting Average,.318,player,1
Lou Piniella,https://www.baseball-almanac.com/players/player.php?p=pinielo01,Kansas City,,1972,American League,Doubles,33,player,1
Joe Rudi,https://www.baseball-almanac.com/players/player.php?p=rudijo01,Oakland,,1972,American League,Hits,181,player,1
Dick Allen,https://www.baseball-almanac.com/players/player.php?p=allendi01,Chicago,,1972,American League,Home Runs,37,player,1
Dick Allen,https://www.baseball-almanac.com/players/player.php?p=allendi01,Chicago,,1972,American League,On Base Percentage,.422,player,1
Dick Allen,https://www.baseball-almanac.com/players/player.php?p=allendi01,Chicago,,1972,American League,RBI,113,player,1
Bobby Murcer,https://www.baseball-almanac.com/players/player.php?p=murcebo01,New York,,1972,American League,Runs,102,player,1
Dick Allen,https://www.baseball-almanac.com/players/player.php?p=allendi01,Chicago,,1972,American League,Slugging Average,.603,player,1
Bert Campaneris,https://www.baseball-almanac.com/players/player.php?p=campabe01,Oakland,,1972,American League,Stolen Bases,52,player,1
Bobby Murcer,https://www.baseball-almanac.com/players/player.php?p=murcebo01,New York,,1972,American League,Total Bases,314,player,1
Joe Rudi,https://www.baseball-almanac.com/players/player.php?p=rudijo01,Oakland,,1972,American League,Triples,9,player,1
Gaylord Perry,https://www.baseball-almanac.com/players/player.php?p=perryga01,Cleveland,,1972,American League,Complete Games,29,pitcher,1
Luis Tiant,https://www.baseball-almanac.com/players/player.php?p=tiantlu01,Boston,,1972,American League,ERA,1.91,pitcher,1
Paul Lindblad,https://www.baseball-almanac.com/players/player.php?p=lindbpa01,Texas,,1972,American League,Games,66,pitcher,1
Sparky Lyle,https://www.baseball-almanac.com/players/player.php?p=lylesp01,New York,,1972,American League,Saves,35,pitcher,1
Nolan Ryan,https://www.baseball-almanac.com/players/player.php?p=ryanno01,California,,1972,American League,Shutouts,9,pitcher,1
Nolan Ryan,https://www.baseball-almanac.com/players/player.php?p=ryanno01,California,,1972,American League,Strikeouts,329,pitcher,1
Catfish Hunter,https://www.baseball-almanac.com/players/player.php?p=hunteca01,Oakland,,1972,American League,Winning Percentage,.750,pitcher,1
Gaylord Perry,https://www.baseball-almanac.com/players/player.php?p=perryga01,Cleveland,,1972,American League,Wins,24,pitcher,1
Wilbur Wood,https://www.baseball-almanac.com/players/player.php?p=woodwi01,Chicago,,1972,American League,Wins,24,pitcher,1
