name,url,team,team_url,year,league,statistic,value,stat_type,rank
Babe Ruth,https://www.baseball-almanac.com/players/player.php?p=ruthba01,New York,,1933,American League,Base on Balls,114,player,1
Jimmie Foxx,https://www.baseball-almanac.com/players/player.php?p=foxxji01,Philadelphia,,1933,American League,Batting Average,.356,player,1
Joe Cronin,https://www.baseball-almanac.com/players/player.php?p=cronijo01,Washington,,1933,American League,Doubles,45,player,1
Heinie Manush,https://www.baseball-almanac.com/players/player.php?p=manushe01,Washington,,1933,American League,Hits,221,player,1
Jimmie Foxx,https://www.baseball-almanac.com/players/player.php?p=foxxji01,Philadelphia,,1933,American League,Home Runs,48,player,1
Mickey Cochrane,https://www.baseball-almanac.com/players/player.php?p=cochrmi01,Philadelphia,,1933,American League,On Base Percentage,.459,player,1
Jimmie Foxx,https://www.baseball-almanac.com/players/player.php?p=foxxji01,Philadelphia,,1933,American League,RBI,163,player,1
Lou Gehrig,https://www.baseball-almanac.com/players/player.php?p=gehrilo01,New York,,1933,American League,Runs,138,player,1
Jimmie Foxx,https://www.baseball-almanac.com/players/player.php?p=foxxji01,Philadelphia,,1933,American League,Slugging Average,.703,player,1
Ben Chapman,https://www.baseball-almanac.com/players/player.php?p=chapmbe01,New York,,1933,American League,Stolen Bases,27,player,1
Jimmie Foxx,https://www.baseball-almanac.com/players/player.php?p=foxxji01,Philadelphia,,1933,American League,Total Bases,403,player,1
Heinie Manush,https://www.baseball-almanac.com/players/player.php?p=manushe01,Washington,,1933,American League,Triples,17,player,1
Lefty Grove,https://www.baseball-almanac.com/players/player.php?p=grovele01,Philadelphia,,1933,American League,Complete Games,21,pitcher,1
Monte Pearson,https://www.baseball-almanac.com/players/player.php?p=pearsmo01,Cleveland,,1933,American League,ERA,2.33,pitcher,1
Alvin Crowder,https://www.baseball-almanac.com/players/player.php?p=crowdal01,Washington,,1933,American League,Games,52,pitcher,1
Jack Russell,https://www.baseball-almanac.com/players/player.php?p=russeja01,Washington,,1933,American League,Saves,13,pitcher,1
Oral Hildebrand,https://www.baseball-almanac.com/players/player.php?p=hildeor01,Cleveland,,1933,American League,Shutouts,6,pitcher,1
Lefty Gomez,https://www.baseball-almanac.com/players/player.php?p=gomezle01,New York,,1933,American League,Strikeouts,163,pitcher,1
Lefty Grove,https://www.baseball-almanac.com/players/player.php?p=grovele01,Philadelphia,,1933,American League,Winning Percentage,.750,pitcher,1
Lefty Grove,https://www.baseball-almanac.com/players/player.php?p=grovele01,Philadelphia,,1933,American League,Wins,24,pitcher,1
Alvin Crowder,https://www.baseball-almanac.com/players/player.php?p=crowdal01,Washington,,1933,American League,Wins,24,pitcher,1
