name,url,team,team_url,year,league,statistic,value,stat_type,rank
Dan Uggla,https://www.baseball-almanac.com/players/player.php?p=ugglada01,Atlanta,,2012,National League,Base on Balls,94,player,1
Joey Votto,https://www.baseball-almanac.com/players/player.php?p=vottojo01,Cincinnati,,2012,National League,Base on Balls,94,player,1
Buster Posey,https://www.baseball-almanac.com/players/player.php?p=poseybu01,San Francisco,,2012,National League,Batting Average,.336,player,1
Aramis Ramirez,https://www.baseball-almanac.com/players/player.php?p=ramirar01,Milwaukee,,2012,National League,Doubles,50,player,1
Andrew McCutchen,https://www.baseball-almanac.com/players/player.php?p=mccutan01,Pittsburgh,,2012,National League,Hits,194,player,1
Ryan Braun,https://www.baseball-almanac.com/players/player.php?p=braunry02,Milwaukee,,2012,National League,Home Runs,41,player,1
Joey Votto,https://www.baseball-almanac.com/players/player.php?p=vottojo01,Cincinnati,,2012,National League,On Base Percentage,.474,player,1
Chase Headley,https://www.baseball-almanac.com/players/player.php?p=headlch01,San Diego,,2012,National League,RBI,115,player,1
Ryan Braun,https://www.baseball-almanac.com/players/player.php?p=braunry02,Milwaukee,,2012,National League,Runs,108,player,1
Mike Stanton,https://www.baseball-almanac.com/players/player.php?p=stantmi02,Miami,,2012,National League,Slugging Average,.608,player,1
Everth Cabrera,https://www.baseball-almanac.com/players/player.php?p=cabreev01,San Diego,,2012,National League,Stolen Bases,44,player,1
Ryan Braun,https://www.baseball-almanac.com/players/player.php?p=braunry02,Milwaukee,,2012,National League,Total Bases,356,player,1
Angel Pagan,https://www.baseball-almanac.com/players/player.php?p=paganan01,San Francisco,,2012,National League,Triples,15,player,1
R.A. Dickey,https://www.baseball-almanac.com/players/player.php?p=dickera01,New York,,2012,National League,Complete Games,5,pitcher,1
Clayton Kershaw,https://www.baseball-almanac.com/players/player.php?p=kershcl01,Los Angeles,,2012,National League,ERA,2.53,pitcher,1
Matt Belisle,https://www.baseball-almanac.com/players/player.php?p=belisma01,Colorado,,2012,National League,Games,80,pitcher,1
Shawn Camp,https://www.baseball-almanac.com/players/player.php?p=campsh01,Chicago,,2012,National League,Games,80,pitcher,1
Randy Choate,https://www.baseball-almanac.com/players/player.php?p=choatra01,Miami / Los Angeles,,2012,National League,Games,80,pitcher,1
Craig Kimbrel,https://www.baseball-almanac.com/players/player.php?p=kimbrcr01,Atlanta,,2012,National League,Saves,42,pitcher,1
Jason Motte,https://www.baseball-almanac.com/players/player.php?p=motteja01,St. Louis,,2012,National League,Saves,42,pitcher,1
R.A. Dickey,https://www.baseball-almanac.com/players/player.php?p=dickera01,New York,,2012,National League,Shutouts,3,pitcher,1
R.A. Dickey,https://www.baseball-almanac.com/players/player.php?p=dickera01,New York,,2012,National League,Strikeouts,230,pitcher,1
Kyle Lohse,https://www.baseball-almanac.com/players/player.php?p=lohseky01,St. Louis,,2012,National League,Winning Percentage,.842,pitcher,1
Gio Gonzalez,https://www.baseball-almanac.com/players/player.php?p=gonzagi01,Washington,,2012,National League,Wins,21,pitcher,1
