year,league,division,team,wins,losses,winning_percentage,games_back,ties,payroll
1995,National League,League,Atlanta Braves,90,54,0.625,.625,0,
1995,National League,League,New York Mets,69,75,0.479,.479,0,
1995,National League,League,Philadelphia Phillies,69,75,0.479,.479,0,
1995,National League,League,Florida Marlins,67,76,0.469,.469,0,
1995,National League,League,Montreal Expos,66,78,0.458,.458,0,
1995,National League,League,Cincinnati Reds,85,59,0.59,.590,0,
1995,National League,League,Houston Astros,76,68,0.528,.528,0,
1995,National League,League,Chicago Cubs,73,71,0.507,.507,0,
1995,National League,League,St. Louis Cardinals,62,81,0.434,.434,0,
1995,National League,League,Pittsburgh Pirates,58,86,0.403,.403,0,
1995,National League,League,Los Angeles Dodgers,78,66,0.542,.542,0,
1995,National League,League,Colorado Rockies,77,67,0.535,.535,0,
1995,National League,League,San Diego Padres,70,74,0.486,.486,0,
1995,National League,League,San Francisco Giants,67,77,0.465,.465,0,
