year,league,division,team,wins,losses,winning_percentage,games_back,ties,payroll
1972,American League,League,Detroit Tigers,86,70,0.551,.551,0,
1972,American League,League,Boston Red Sox,85,70,0.548,.548,0,
1972,American League,League,Baltimore Orioles,80,74,0.519,.519,0,
1972,American League,League,New York Yankees,79,76,0.51,.510,0,
1972,American League,League,Cleveland Indians,72,84,0.462,.462,0,
1972,American League,League,Milwaukee Brewers,65,91,0.417,.417,0,
1972,American League,League,Oakland Athletics,93,62,0.6,.600,0,
1972,American League,League,Chicago White Sox,87,67,0.565,.565,0,
1972,American League,League,Minnesota Twins,77,77,0.5,.500,0,
1972,American League,League,Kansas City Royals,76,78,0.494,.494,0,
1972,American League,League,California Angels,75,80,0.484,.484,0,
1972,American League,League,Texas Rangers,54,100,0.351,.351,0,
