name,url,team,team_url,year,league,statistic,value,stat_type,rank
Gary Matthews,https://www.baseball-almanac.com/players/player.php?p=matthga01,Chicago,,1984,National League,Base on Balls,103,player,1
Tony Gwynn,https://www.baseball-almanac.com/players/player.php?p=gwynnto01,San Diego,,1984,National League,Batting Average,.351,player,1
Tim Raines,https://www.baseball-almanac.com/players/player.php?p=raineti01,Montreal,,1984,National League,Doubles,38,player,1
Johnny Ray,https://www.baseball-almanac.com/players/player.php?p=rayjo01,Pittsburgh,,1984,National League,Doubles,38,player,1
Tony Gwynn,https://www.baseball-almanac.com/players/player.php?p=gwynnto01,San Diego,,1984,National League,Hits,213,player,1
Dale Murphy,https://www.baseball-almanac.com/players/player.php?p=murphda05,Atlanta,,1984,National League,Home Runs,36,player,1
Mike Schmidt,https://www.baseball-almanac.com/players/player.php?p=schmimi01,Philadelphia,,1984,National League,Home Runs,36,player,1
Gary Matthews,https://www.baseball-almanac.com/players/player.php?p=matthga01,Chicago,,1984,National League,On Base Percentage,.417,player,1
Gary Carter,https://www.baseball-almanac.com/players/player.php?p=cartega01,Montreal,,1984,National League,RBI,106,player,1
Mike Schmidt,https://www.baseball-almanac.com/players/player.php?p=schmimi01,Philadelphia,,1984,National League,RBI,106,player,1
Ryne Sandberg,https://www.baseball-almanac.com/players/player.php?p=sandbry01,Chicago,,1984,National League,Runs,114,player,1
Dale Murphy,https://www.baseball-almanac.com/players/player.php?p=murphda05,Atlanta,,1984,National League,Slugging Average,.547,player,1
Tim Raines,https://www.baseball-almanac.com/players/player.php?p=raineti01,Montreal,,1984,National League,Stolen Bases,75,player,1
Dale Murphy,https://www.baseball-almanac.com/players/player.php?p=murphda05,Atlanta,,1984,National League,Total Bases,332,player,1
Juan Samuel,https://www.baseball-almanac.com/players/player.php?p=samueju01,Philadelphia,,1984,National League,Triples,19,player,1
Ryne Sandberg,https://www.baseball-almanac.com/players/player.php?p=sandbry01,Chicago,,1984,National League,Triples,19,player,1
Mario Soto,https://www.baseball-almanac.com/players/player.php?p=sotoma01,Cincinnati,,1984,National League,Complete Games,13,pitcher,1
Alejandro Pena,https://www.baseball-almanac.com/players/player.php?p=penaal01,Los Angeles,,1984,National League,ERA,2.48,pitcher,1
Ted Power,https://www.baseball-almanac.com/players/player.php?p=powerte01,Cincinnati,,1984,National League,Games,78,pitcher,1
Bruce Sutter,https://www.baseball-almanac.com/players/player.php?p=suttebr01,St. Louis,,1984,National League,Saves,45,pitcher,1
Joaquin Andujar,https://www.baseball-almanac.com/players/player.php?p=andujjo01,St. Louis,,1984,National League,Shutouts,4,pitcher,1
Orel Hershiser,https://www.baseball-almanac.com/players/player.php?p=hershor01,Los Angeles,,1984,National League,Shutouts,4,pitcher,1
Alejandro Pena,https://www.baseball-almanac.com/players/player.php?p=penaal01,Los Angeles,,1984,National League,Shutouts,4,pitcher,1
Dwight Gooden,https://www.baseball-almanac.com/players/player.php?p=goodedw01,New York,,1984,National League,Strikeouts,276,pitcher,1
Rick Sutcliffe,https://www.baseball-almanac.com/players/player.php?p=sutclri01,Chicago,,1984,National League,Winning Percentage,.941,pitcher,1
Joaquin Andujar,https://www.baseball-almanac.com/players/player.php?p=andujjo01,St. Louis,,1984,National League,Wins,20,pitcher,1
