name,url,team,team_url,year,league,statistic,value,stat_type,rank
Duke Snider,https://www.baseball-almanac.com/players/player.php?p=snidedu01,Brooklyn,,1956,National League,Base on Balls,99,player,1
Hank Aaron,https://www.baseball-almanac.com/players/player.php?p=aaronha01,Milwaukee,,1956,National League,Batting Average,.328,player,1
Hank Aaron,https://www.baseball-almanac.com/players/player.php?p=aaronha01,Milwaukee,,1956,National League,Doubles,34,player,1
Hank Aaron,https://www.baseball-almanac.com/players/player.php?p=aaronha01,Milwaukee,,1956,National League,Hits,200,player,1
Duke Snider,https://www.baseball-almanac.com/players/player.php?p=snidedu01,Brooklyn,,1956,National League,Home Runs,43,player,1
Duke Snider,https://www.baseball-almanac.com/players/player.php?p=snidedu01,Brooklyn,,1956,National League,On Base Percentage,.402,player,1
Stan Musial,https://www.baseball-almanac.com/players/player.php?p=musiast01,St. Louis,,1956,National League,RBI,109,player,1
Frank Robinson,https://www.baseball-almanac.com/players/player.php?p=robinfr02,Cincinnati,,1956,National League,Runs,122,player,1
Duke Snider,https://www.baseball-almanac.com/players/player.php?p=snidedu01,Brooklyn,,1956,National League,Slugging Average,.598,player,1
Willie Mays,https://www.baseball-almanac.com/players/player.php?p=mayswi01,New York,,1956,National League,Stolen Bases,40,player,1
Hank Aaron,https://www.baseball-almanac.com/players/player.php?p=aaronha01,Milwaukee,,1956,National League,Total Bases,340,player,1
Bill Bruton,https://www.baseball-almanac.com/players/player.php?p=brutobi01,Milwaukee,,1956,National League,Triples,15,player,1
Robin Roberts,https://www.baseball-almanac.com/players/player.php?p=roberro01,Philadelphia,,1956,National League,Complete Games,22,pitcher,1
Lew Burdette,https://www.baseball-almanac.com/players/player.php?p=burdele01,Milwaukee,,1956,National League,ERA,2.70,pitcher,1
Roy Face,https://www.baseball-almanac.com/players/player.php?p=facero01,Pittsburgh,,1956,National League,Games,68,pitcher,1
Clem Labine,https://www.baseball-almanac.com/players/player.php?p=labincl01,Brooklyn,,1956,National League,Saves,19,pitcher,1
Lew Burdette,https://www.baseball-almanac.com/players/player.php?p=burdele01,Milwaukee,,1956,National League,Shutouts,6,pitcher,1
Sam Jones,https://www.baseball-almanac.com/players/player.php?p=jonessa02,Chicago,,1956,National League,Strikeouts,176,pitcher,1
Don Newcombe,https://www.baseball-almanac.com/players/player.php?p=newcodo01,Brooklyn,,1956,National League,Winning Percentage,.794,pitcher,1
Don Newcombe,https://www.baseball-almanac.com/players/player.php?p=newcodo01,Brooklyn,,1956,National League,Wins,27,pitcher,1
