name,url,team,team_url,year,league,statistic,value,stat_type,rank
Mel Ott,https://www.baseball-almanac.com/players/player.php?p=ottme01,New York,,1929,National League,Base on Balls,113,player,1
Lefty O'Doul,https://www.baseball-almanac.com/players/player.php?p=odoule01,Philadelphia,,1929,National League,Batting Average,.398,player,1
Johnny Frederick,https://www.baseball-almanac.com/players/player.php?p=fredejo01,Brooklyn,,1929,National League,Doubles,52,player,1
Lefty O'Doul,https://www.baseball-almanac.com/players/player.php?p=odoule01,Philadelphia,,1929,National League,Hits,254,player,1
Chuck Klein,https://www.baseball-almanac.com/players/player.php?p=kleinch01,Philadelphia,,1929,National League,Home Runs,43,player,1
Lefty O'Doul,https://www.baseball-almanac.com/players/player.php?p=odoule01,Philadelphia,,1929,National League,On Base Percentage,.465,player,1
Hack Wilson,https://www.baseball-almanac.com/players/player.php?p=wilsoha01,Chicago,,1929,National League,RBI,159,player,1
Rogers Hornsby,https://www.baseball-almanac.com/players/player.php?p=hornsro01,Chicago,,1929,National League,Runs,156,player,1
Rogers Hornsby,https://www.baseball-almanac.com/players/player.php?p=hornsro01,Chicago,,1929,National League,Slugging Average,.679,player,1
Kiki Cuyler,https://www.baseball-almanac.com/players/player.php?p=cuyleki01,Chicago,,1929,National League,Stolen Bases,43,player,1
Rogers Hornsby,https://www.baseball-almanac.com/players/player.php?p=hornsro01,Chicago,,1929,National League,Total Bases,409,player,1
Lloyd Waner,https://www.baseball-almanac.com/players/player.php?p=wanerll01,Pittsburgh,,1929,National League,Triples,20,player,1
Red Lucas,https://www.baseball-almanac.com/players/player.php?p=lucasre01,Cincinnati,,1929,National League,Complete Games,28,pitcher,1
Bill Walker,https://www.baseball-almanac.com/players/player.php?p=walkebi01,New York,,1929,National League,ERA,3.09,pitcher,1
Guy Bush,https://www.baseball-almanac.com/players/player.php?p=bushgu01,Chicago,,1929,National League,Games,50,pitcher,1
Guy Bush,https://www.baseball-almanac.com/players/player.php?p=bushgu01,Chicago,,1929,National League,Saves,8,pitcher,1
Johnny Morrison,https://www.baseball-almanac.com/players/player.php?p=morrijo04,Brooklyn,,1929,National League,Saves,8,pitcher,1
Pat Malone,https://www.baseball-almanac.com/players/player.php?p=malonpa02,Chicago,,1929,National League,Shutouts,5,pitcher,1
Pat Malone,https://www.baseball-almanac.com/players/player.php?p=malonpa02,Chicago,,1929,National League,Strikeouts,166,pitcher,1
Charlie Root,https://www.baseball-almanac.com/players/player.php?p=rootch01,Chicago,,1929,National League,Winning Percentage,.760,pitcher,1
Pat Malone,https://www.baseball-almanac.com/players/player.php?p=malonpa02,Chicago,,1929,National League,Wins,22,pitcher,1
