name,url,team,team_url,year,league,statistic,value,stat_type,rank
Richie Ashburn,https://www.baseball-almanac.com/players/player.php?p=ashburi01,Philadelphia,,1957,National League,Base on Balls,94,player,1
Johnny Temple,https://www.baseball-almanac.com/players/player.php?p=templjo01,Cincinnati,,1957,National League,Base on Balls,94,player,1
Stan Musial,https://www.baseball-almanac.com/players/player.php?p=musiast01,St. Louis,,1957,National League,Batting Average,.351,player,1
Don Hoak,https://www.baseball-almanac.com/players/player.php?p=hoakdo01,Cincinnati,,1957,National League,Doubles,39,player,1
Red Schoendienst,https://www.baseball-almanac.com/players/player.php?p=schoere01,New York,,1957,National League,Hits,200,player,1
Red Schoendienst,https://www.baseball-almanac.com/players/player.php?p=schoere01,Milwaukee,,1957,National League,Hits,200,player,1
Hank Aaron,https://www.baseball-almanac.com/players/player.php?p=aaronha01,Milwaukee,,1957,National League,Home Runs,44,player,1
Stan Musial,https://www.baseball-almanac.com/players/player.php?p=musiast01,St. Louis,,1957,National League,On Base Percentage,.428,player,1
Hank Aaron,https://www.baseball-almanac.com/players/player.php?p=aaronha01,Milwaukee,,1957,National League,RBI,132,player,1
Hank Aaron,https://www.baseball-almanac.com/players/player.php?p=aaronha01,Milwaukee,,1957,National League,Runs,118,player,1
Willie Mays,https://www.baseball-almanac.com/players/player.php?p=mayswi01,New York,,1957,National League,Slugging Average,.626,player,1
Willie Mays,https://www.baseball-almanac.com/players/player.php?p=mayswi01,New York,,1957,National League,Stolen Bases,38,player,1
Hank Aaron,https://www.baseball-almanac.com/players/player.php?p=aaronha01,Milwaukee,,1957,National League,Total Bases,369,player,1
Willie Mays,https://www.baseball-almanac.com/players/player.php?p=mayswi01,New York,,1957,National League,Triples,20,player,1
Warren Spahn,https://www.baseball-almanac.com/players/player.php?p=spahnwa01,Milwaukee,,1957,National League,Complete Games,18,pitcher,1
Johnny Podres,https://www.baseball-almanac.com/players/player.php?p=podrejo01,Brooklyn,,1957,National League,ERA,2.66,pitcher,1
Turk Lown,https://www.baseball-almanac.com/players/player.php?p=lowntu01,Chicago,,1957,National League,Games,67,pitcher,1
Clem Labine,https://www.baseball-almanac.com/players/player.php?p=labincl01,Brooklyn,,1957,National League,Saves,17,pitcher,1
Johnny Podres,https://www.baseball-almanac.com/players/player.php?p=podrejo01,Brooklyn,,1957,National League,Shutouts,6,pitcher,1
Jack Sanford,https://www.baseball-almanac.com/players/player.php?p=sanfoja02,Philadelphia,,1957,National League,Strikeouts,188,pitcher,1
Bob Buhl,https://www.baseball-almanac.com/players/player.php?p=buhlbo01,Milwaukee,,1957,National League,Winning Percentage,.720,pitcher,1
Warren Spahn,https://www.baseball-almanac.com/players/player.php?p=spahnwa01,Milwaukee,,1957,National League,Wins,21,pitcher,1
