year,league,division,team,wins,losses,winning_percentage,games_back,ties,payroll
1990,National League,League,Pittsburgh Pirates,95,67,0.586,.586,0,
1990,National League,League,New York Mets,91,71,0.562,.562,0,
1990,National League,League,Montreal Expos,85,77,0.525,.525,0,
1990,National League,League,Philadelphia Phillies,77,85,0.475,.475,0,
1990,National League,League,Chicago Cubs,77,85,0.475,.475,0,
1990,National League,League,St. Louis Cardinals,70,92,0.432,.432,0,
1990,National League,League,Cincinnati Reds,91,71,0.562,.562,0,
1990,National League,League,Los Angeles Dodgers,86,76,0.531,.531,0,
1990,National League,League,San Francisco Giants,85,77,0.525,.525,0,
1990,National League,League,San Diego Padres,75,87,0.463,.463,0,
1990,National League,League,Houston Astros,75,87,0.463,.463,0,
1990,National League,League,Atlanta Braves,65,97,0.401,.401,0,
