name,url,team,team_url,year,league,statistic,value,stat_type,rank
Ralph Kiner,https://www.baseball-almanac.com/players/player.php?p=kinerra01,Pittsburgh,,1949,National League,Base on Balls,117,player,1
Jackie Robinson,https://www.baseball-almanac.com/players/player.php?p=robinja02,Brooklyn,,1949,National League,Batting Average,.342,player,1
Stan Musial,https://www.baseball-almanac.com/players/player.php?p=musiast01,St. Louis,,1949,National League,Doubles,41,player,1
Stan Musial,https://www.baseball-almanac.com/players/player.php?p=musiast01,St. Louis,,1949,National League,Hits,207,player,1
Ralph Kiner,https://www.baseball-almanac.com/players/player.php?p=kinerra01,Pittsburgh,,1949,National League,Home Runs,54,player,1
Stan Musial,https://www.baseball-almanac.com/players/player.php?p=musiast01,St. Louis,,1949,National League,On Base Percentage,.438,player,1
Ralph Kiner,https://www.baseball-almanac.com/players/player.php?p=kinerra01,Pittsburgh,,1949,National League,RBI,127,player,1
Pee Wee Reese,https://www.baseball-almanac.com/players/player.php?p=reesepe01,Brooklyn,,1949,National League,Runs,132,player,1
Ralph Kiner,https://www.baseball-almanac.com/players/player.php?p=kinerra01,Pittsburgh,,1949,National League,Slugging Average,.658,player,1
Jackie Robinson,https://www.baseball-almanac.com/players/player.php?p=robinja02,Brooklyn,,1949,National League,Stolen Bases,37,player,1
Stan Musial,https://www.baseball-almanac.com/players/player.php?p=musiast01,St. Louis,,1949,National League,Total Bases,382,player,1
Stan Musial,https://www.baseball-almanac.com/players/player.php?p=musiast01,St. Louis,,1949,National League,Triples,13,player,1
Enos Slaughter,https://www.baseball-almanac.com/players/player.php?p=slaugen01,St. Louis,,1949,National League,Triples,13,player,1
Warren Spahn,https://www.baseball-almanac.com/players/player.php?p=spahnwa01,Boston,,1949,National League,Complete Games,25,pitcher,1
Dave Koslo,https://www.baseball-almanac.com/players/player.php?p=kosloda01,New York,,1949,National League,ERA,2.50,pitcher,1
Ted Wilks,https://www.baseball-almanac.com/players/player.php?p=wilkste01,St. Louis,,1949,National League,Games,59,pitcher,1
Ted Wilks,https://www.baseball-almanac.com/players/player.php?p=wilkste01,St. Louis,,1949,National League,Saves,9,pitcher,1
Ken Heintzelman,https://www.baseball-almanac.com/players/player.php?p=heintke01,Philadelphia,,1949,National League,Shutouts,5,pitcher,1
Don Newcombe,https://www.baseball-almanac.com/players/player.php?p=newcodo01,Brooklyn,,1949,National League,Shutouts,5,pitcher,1
Howie Pollet,https://www.baseball-almanac.com/players/player.php?p=polleho01,St. Louis,,1949,National League,Shutouts,5,pitcher,1
Ken Raffensberger,https://www.baseball-almanac.com/players/player.php?p=raffeke01,Cincinnati,,1949,National League,Shutouts,5,pitcher,1
Warren Spahn,https://www.baseball-almanac.com/players/player.php?p=spahnwa01,Boston,,1949,National League,Strikeouts,151,pitcher,1
Preacher Roe,https://www.baseball-almanac.com/players/player.php?p=roepr01,Brooklyn,,1949,National League,Winning Percentage,.714,pitcher,1
Warren Spahn,https://www.baseball-almanac.com/players/player.php?p=spahnwa01,Boston,,1949,National League,Wins,21,pitcher,1
