year,league,division,team,wins,losses,winning_percentage,games_back,ties,payroll
1974,National League,League,Pittsburgh Pirates,88,74,0.543,.543,0,
1974,National League,League,St. Louis Cardinals,86,75,0.534,.534,0,
1974,National League,League,Philadelphia Phillies,80,82,0.491,.491,0,
1974,National League,League,Montreal Expos,79,82,0.491,.491,0,
1974,National League,League,New York Mets,71,91,0.438,.438,0,
1974,National League,League,Chicago Cubs,66,96,0.407,.407,0,
1974,National League,League,Los Angeles Dodgers,102,60,0.63,.630,0,
1974,National League,League,Cincinnati Reds,98,64,0.605,.605,0,
1974,National League,League,Atlanta Braves,88,74,0.543,.543,0,
1974,National League,League,Houston Astros,81,81,0.5,.500,0,
1974,National League,League,San Francisco Giants,72,90,0.444,.444,0,
1974,National League,League,San Diego Padres,60,102,0.37,.370,0,
