name,url,team,team_url,year,league,statistic,value,stat_type,rank
Mel Ott,https://www.baseball-almanac.com/players/player.php?p=ottme01,New York,,1933,National League,Base on Balls,75,player,1
Chuck Klein,https://www.baseball-almanac.com/players/player.php?p=kleinch01,Philadelphia,,1933,National League,Batting Average,.368,player,1
Chuck Klein,https://www.baseball-almanac.com/players/player.php?p=kleinch01,Philadelphia,,1933,National League,Doubles,44,player,1
Chuck Klein,https://www.baseball-almanac.com/players/player.php?p=kleinch01,Philadelphia,,1933,National League,Hits,223,player,1
Chuck Klein,https://www.baseball-almanac.com/players/player.php?p=kleinch01,Philadelphia,,1933,National League,Home Runs,28,player,1
Chuck Klein,https://www.baseball-almanac.com/players/player.php?p=kleinch01,Philadelphia,,1933,National League,On Base Percentage,.422,player,1
Chuck Klein,https://www.baseball-almanac.com/players/player.php?p=kleinch01,Philadelphia,,1933,National League,RBI,120,player,1
Pepper Martin,https://www.baseball-almanac.com/players/player.php?p=martipe01,St. Louis,,1933,National League,Runs,122,player,1
Chuck Klein,https://www.baseball-almanac.com/players/player.php?p=kleinch01,Philadelphia,,1933,National League,Slugging Average,.602,player,1
Pepper Martin,https://www.baseball-almanac.com/players/player.php?p=martipe01,St. Louis,,1933,National League,Stolen Bases,26,player,1
Chuck Klein,https://www.baseball-almanac.com/players/player.php?p=kleinch01,Philadelphia,,1933,National League,Total Bases,365,player,1
Arky Vaughan,https://www.baseball-almanac.com/players/player.php?p=vaughar01,Pittsburgh,,1933,National League,Triples,19,player,1
Lon Warneke,https://www.baseball-almanac.com/players/player.php?p=warnelo01,Chicago,,1933,National League,Complete Games,26,pitcher,1
Dizzy Dean,https://www.baseball-almanac.com/players/player.php?p=deandi01,St. Louis,,1933,National League,Complete Games,26,pitcher,1
Carl Hubbell,https://www.baseball-almanac.com/players/player.php?p=hubbeca01,New York,,1933,National League,ERA,1.66,pitcher,1
Dizzy Dean,https://www.baseball-almanac.com/players/player.php?p=deandi01,St. Louis,,1933,National League,Games,48,pitcher,1
Phil Collins,https://www.baseball-almanac.com/players/player.php?p=colliph01,Philadelphia,,1933,National League,Saves,6,pitcher,1
Carl Hubbell,https://www.baseball-almanac.com/players/player.php?p=hubbeca01,New York,,1933,National League,Shutouts,10,pitcher,1
Dizzy Dean,https://www.baseball-almanac.com/players/player.php?p=deandi01,St. Louis,,1933,National League,Strikeouts,199,pitcher,1
Ben Cantwell,https://www.baseball-almanac.com/players/player.php?p=cantwbe01,Boston,,1933,National League,Winning Percentage,.667,pitcher,1
Carl Hubbell,https://www.baseball-almanac.com/players/player.php?p=hubbeca01,New York,,1933,National League,Wins,23,pitcher,1
