name,url,team,team_url,year,league,statistic,value,stat_type,rank
Eddie Yost,https://www.baseball-almanac.com/players/player.php?p=yosted01,Detroit,,1960,American League,Base on Balls,125,player,1
Pete Runnels,https://www.baseball-almanac.com/players/player.php?p=runnepe01,Boston,,1960,American League,Batting Average,.320,player,1
Tito Francona,https://www.baseball-almanac.com/players/player.php?p=francti01,Cleveland,,1960,American League,Doubles,36,player,1
Minnie Minoso,https://www.baseball-almanac.com/players/player.php?p=minosmi01,Chicago,,1960,American League,Hits,184,player,1
Mickey Mantle,https://www.baseball-almanac.com/players/player.php?p=mantlmi01,New York,,1960,American League,Home Runs,40,player,1
Eddie Yost,https://www.baseball-almanac.com/players/player.php?p=yosted01,Detroit,,1960,American League,On Base Percentage,.416,player,1
Roger Maris,https://www.baseball-almanac.com/players/player.php?p=marisro01,New York,,1960,American League,RBI,112,player,1
Mickey Mantle,https://www.baseball-almanac.com/players/player.php?p=mantlmi01,New York,,1960,American League,Runs,119,player,1
Roger Maris,https://www.baseball-almanac.com/players/player.php?p=marisro01,New York,,1960,American League,Slugging Average,.581,player,1
Luis Aparacio,https://www.baseball-almanac.com/players/player.php?p=aparilu01,Chicago,,1960,American League,Stolen Bases,51,player,1
Mickey Mantle,https://www.baseball-almanac.com/players/player.php?p=mantlmi01,New York,,1960,American League,Total Bases,294,player,1
Nellie Fox,https://www.baseball-almanac.com/players/player.php?p=foxne01,Chicago,,1960,American League,Triples,10,player,1
Frank Lary,https://www.baseball-almanac.com/players/player.php?p=laryfr01,Detroit,,1960,American League,Complete Games,15,pitcher,1
Frank Baumann,https://www.baseball-almanac.com/players/player.php?p=baumafr01,Chicago,,1960,American League,ERA,2.67,pitcher,1
Mike Fornieles,https://www.baseball-almanac.com/players/player.php?p=fornimi01,Boston,,1960,American League,Games,70,pitcher,1
Johnny Klippstein,https://www.baseball-almanac.com/players/player.php?p=klippjo01,Cleveland,,1960,American League,Saves,14,pitcher,1
Mike Fornieles,https://www.baseball-almanac.com/players/player.php?p=fornimi01,Boston,,1960,American League,Saves,14,pitcher,1
Whitey Ford,https://www.baseball-almanac.com/players/player.php?p=fordwh01,New York,,1960,American League,Shutouts,4,pitcher,1
Jim Perry,https://www.baseball-almanac.com/players/player.php?p=perryji01,Cleveland,,1960,American League,Shutouts,4,pitcher,1
Early Wynn,https://www.baseball-almanac.com/players/player.php?p=wynnea01,Chicago,,1960,American League,Shutouts,4,pitcher,1
Jim Bunning,https://www.baseball-almanac.com/players/player.php?p=bunniji01,Detroit,,1960,American League,Strikeouts,201,pitcher,1
Jim Perry,https://www.baseball-almanac.com/players/player.php?p=perryji01,Cleveland,,1960,American League,Winning Percentage,.643,pitcher,1
Chuck Estrada,https://www.baseball-almanac.com/players/player.php?p=estrach01,Baltimore,,1960,American League,Wins,18,pitcher,1
Jim Perry,https://www.baseball-almanac.com/players/player.php?p=perryji01,Cleveland,,1960,American League,Wins,18,pitcher,1
