year,league,division,team,wins,losses,winning_percentage,games_back,ties,payroll
1972,National League,League,Pittsburgh Pirates,96,59,0.619,.619,0,
1972,National League,League,Chicago Cubs,85,70,0.548,.548,0,
1972,National League,League,New York Mets,83,73,0.532,.532,0,
1972,National League,League,St. Louis Cardinals,75,81,0.481,.481,0,
1972,National League,League,Montreal Expos,70,86,0.449,.449,0,
1972,National League,League,Philadelphia Phillies,59,97,0.378,.378,0,
1972,National League,League,Cincinnati Reds,95,59,0.617,.617,0,
1972,National League,League,Houston Astros,84,69,0.549,.549,0,
1972,National League,League,Los Angeles Dodgers,85,70,0.548,.548,0,
1972,National League,League,Atlanta Braves,70,84,0.455,.455,0,
1972,National League,League,San Francisco Giants,69,86,0.445,.445,0,
1972,National League,League,San Diego Padres,58,95,0.379,.379,0,
