name,url,team,team_url,year,league,statistic,value,stat_type,rank
Rogers Hornsby,https://www.baseball-almanac.com/players/player.php?p=hornsro01,St. Louis,,1924,National League,Base on Balls,89,player,1
Rogers Hornsby,https://www.baseball-almanac.com/players/player.php?p=hornsro01,St. Louis,,1924,National League,Batting Average,.424,player,1
Rogers Hornsby,https://www.baseball-almanac.com/players/player.php?p=hornsro01,St. Louis,,1924,National League,Doubles,43,player,1
Rogers Hornsby,https://www.baseball-almanac.com/players/player.php?p=hornsro01,St. Louis,,1924,National League,Hits,227,player,1
Jack Fournier,https://www.baseball-almanac.com/players/player.php?p=fournja01,Brooklyn,,1924,National League,Home Runs,27,player,1
Rogers Hornsby,https://www.baseball-almanac.com/players/player.php?p=hornsro01,St. Louis,,1924,National League,On Base Percentage,.507,player,1
George Kelly,https://www.baseball-almanac.com/players/player.php?p=kellge01,New York,,1924,National League,RBI,136,player,1
Frankie Frisch,https://www.baseball-almanac.com/players/player.php?p=friscfr01,New York,,1924,National League,Runs,121,player,1
Rogers Hornsby,https://www.baseball-almanac.com/players/player.php?p=hornsro01,St. Louis,,1924,National League,Runs,121,player,1
Rogers Hornsby,https://www.baseball-almanac.com/players/player.php?p=hornsro01,St. Louis,,1924,National League,Slugging Average,.696,player,1
Max Carey,https://www.baseball-almanac.com/players/player.php?p=careyma01,Pittsburgh,,1924,National League,Stolen Bases,49,player,1
Rogers Hornsby,https://www.baseball-almanac.com/players/player.php?p=hornsro01,St. Louis,,1924,National League,Total Bases,373,player,1
Edd Roush,https://www.baseball-almanac.com/players/player.php?p=roushed01,Cincinnati,,1924,National League,Triples,21,player,1
Burleigh Grimes,https://www.baseball-almanac.com/players/player.php?p=grimebu01,Brooklyn,,1924,National League,Complete Games,30,pitcher,1
Dazzy Vance,https://www.baseball-almanac.com/players/player.php?p=vanceda01,Brooklyn,,1924,National League,Complete Games,30,pitcher,1
Dazzy Vance,https://www.baseball-almanac.com/players/player.php?p=vanceda01,Brooklyn,,1924,National League,ERA,2.16,pitcher,1
Ray Kremer,https://www.baseball-almanac.com/players/player.php?p=kremera01,Pittsburgh,,1924,National League,Games,41,pitcher,1
Johnny Morrison,https://www.baseball-almanac.com/players/player.php?p=morrijo04,Pittsburgh,,1924,National League,Games,41,pitcher,1
Jakie May,https://www.baseball-almanac.com/players/player.php?p=mayja01,Cincinnati,,1924,National League,Saves,6,pitcher,1
Jesse Barnes,https://www.baseball-almanac.com/players/player.php?p=barneje01,Boston,,1924,National League,Shutouts,4,pitcher,1
Wilbur Cooper,https://www.baseball-almanac.com/players/player.php?p=coopewi01,Pittsburgh,,1924,National League,Shutouts,4,pitcher,1
Ray Kremer,https://www.baseball-almanac.com/players/player.php?p=kremera01,Pittsburgh,,1924,National League,Shutouts,4,pitcher,1
Eppa Rixey,https://www.baseball-almanac.com/players/player.php?p=rixeyep01,Cincinnati,,1924,National League,Shutouts,4,pitcher,1
Allen Sothoron,https://www.baseball-almanac.com/players/player.php?p=sothoal01,St. Louis,,1924,National League,Shutouts,4,pitcher,1
Emil Yde,https://www.baseball-almanac.com/players/player.php?p=ydeem01,Pittsburgh,,1924,National League,Shutouts,4,pitcher,1
Dazzy Vance,https://www.baseball-almanac.com/players/player.php?p=vanceda01,Brooklyn,,1924,National League,Strikeouts,262,pitcher,1
Emil Yde,https://www.baseball-almanac.com/players/player.php?p=ydeem01,Pittsburgh,,1924,National League,Winning Percentage,.842,pitcher,1
Dazzy Vance,https://www.baseball-almanac.com/players/player.php?p=vanceda01,Brooklyn,,1924,National League,Wins,28,pitcher,1
