name,url,team,team_url,year,league,statistic,value,stat_type,rank
Ralph Kiner,https://www.baseball-almanac.com/players/player.php?p=kinerra01,Pittsburgh,,1951,National League,Base on Balls,137,player,1
Stan Musial,https://www.baseball-almanac.com/players/player.php?p=musiast01,St. Louis,,1951,National League,Batting Average,.355,player,1
Alvin Dark,https://www.baseball-almanac.com/players/player.php?p=darkal01,New York,,1951,National League,Doubles,41,player,1
Richie Ashburn,https://www.baseball-almanac.com/players/player.php?p=ashburi01,Philadelphia,,1951,National League,Hits,221,player,1
Ralph Kiner,https://www.baseball-almanac.com/players/player.php?p=kinerra01,Pittsburgh,,1951,National League,Home Runs,42,player,1
Ralph Kiner,https://www.baseball-almanac.com/players/player.php?p=kinerra01,Pittsburgh,,1951,National League,On Base Percentage,.452,player,1
Monte Irvin,https://www.baseball-almanac.com/players/player.php?p=irvinmo01,New York,,1951,National League,RBI,121,player,1
Ralph Kiner,https://www.baseball-almanac.com/players/player.php?p=kinerra01,Pittsburgh,,1951,National League,Runs,124,player,1
Stan Musial,https://www.baseball-almanac.com/players/player.php?p=musiast01,St. Louis,,1951,National League,Runs,124,player,1
Ralph Kiner,https://www.baseball-almanac.com/players/player.php?p=kinerra01,Pittsburgh,,1951,National League,Slugging Average,.627,player,1
Sam Jethroe,https://www.baseball-almanac.com/players/player.php?p=jethrsa01,Boston,,1951,National League,Stolen Bases,35,player,1
Stan Musial,https://www.baseball-almanac.com/players/player.php?p=musiast01,St. Louis,,1951,National League,Total Bases,355,player,1
Gus Bell,https://www.baseball-almanac.com/players/player.php?p=bellgu01,Pittsburgh,,1951,National League,Triples,12,player,1
Stan Musial,https://www.baseball-almanac.com/players/player.php?p=musiast01,St. Louis,,1951,National League,Triples,12,player,1
Warren Spahn,https://www.baseball-almanac.com/players/player.php?p=spahnwa01,Boston,,1951,National League,Complete Games,26,pitcher,1
Chet Nichols,https://www.baseball-almanac.com/players/player.php?p=nichoch02,Boston,,1951,National League,ERA,2.88,pitcher,1
Ted Wilks,https://www.baseball-almanac.com/players/player.php?p=wilkste01,St. Louis,,1951,National League,Games,65,pitcher,1
Ted Wilks,https://www.baseball-almanac.com/players/player.php?p=wilkste01,Pittsburgh,,1951,National League,Games,65,pitcher,1
Ted Wilks,https://www.baseball-almanac.com/players/player.php?p=wilkste01,St. Louis,,1951,National League,Saves,13,pitcher,1
Ted Wilks,https://www.baseball-almanac.com/players/player.php?p=wilkste01,Pittsburgh,,1951,National League,Saves,13,pitcher,1
Warren Spahn,https://www.baseball-almanac.com/players/player.php?p=spahnwa01,Boston,,1951,National League,Shutouts,7,pitcher,1
Don Newcombe,https://www.baseball-almanac.com/players/player.php?p=newcodo01,Brooklyn,,1951,National League,Strikeouts,164,pitcher,1
Warren Spahn,https://www.baseball-almanac.com/players/player.php?p=spahnwa01,Boston,,1951,National League,Strikeouts,164,pitcher,1
Preacher Roe,https://www.baseball-almanac.com/players/player.php?p=roepr01,Brooklyn,,1951,National League,Winning Percentage,.880,pitcher,1
Larry Jansen,https://www.baseball-almanac.com/players/player.php?p=jansela01,New York,,1951,National League,Wins,23,pitcher,1
Sal Maglie,https://www.baseball-almanac.com/players/player.php?p=maglisa01,New York,,1951,National League,Wins,23,pitcher,1
