name,url,team,team_url,year,league,statistic,value,stat_type,rank
Eddie Yost,https://www.baseball-almanac.com/players/player.php?p=yosted01,Washington,,1953,American League,Base on Balls,123,player,1
Mickey Vernon,https://www.baseball-almanac.com/players/player.php?p=vernomi01,Washington,,1953,American League,Batting Average,.337,player,1
Mickey Vernon,https://www.baseball-almanac.com/players/player.php?p=vernomi01,Washington,,1953,American League,Doubles,43,player,1
Harvey Kuenn,https://www.baseball-almanac.com/players/player.php?p=kuennha01,Detroit,,1953,American League,Hits,209,player,1
Al Rosen,https://www.baseball-almanac.com/players/player.php?p=rosenal01,Cleveland,,1953,American League,Home Runs,43,player,1
Gene Woodling,https://www.baseball-almanac.com/players/player.php?p=woodlge01,New York,,1953,American League,On Base Percentage,.429,player,1
Al Rosen,https://www.baseball-almanac.com/players/player.php?p=rosenal01,Cleveland,,1953,American League,RBI,145,player,1
Al Rosen,https://www.baseball-almanac.com/players/player.php?p=rosenal01,Cleveland,,1953,American League,Runs,115,player,1
Al Rosen,https://www.baseball-almanac.com/players/player.php?p=rosenal01,Cleveland,,1953,American League,Slugging Average,.613,player,1
Minnie Minoso,https://www.baseball-almanac.com/players/player.php?p=minosmi01,Chicago,,1953,American League,Stolen Bases,25,player,1
Al Rosen,https://www.baseball-almanac.com/players/player.php?p=rosenal01,Cleveland,,1953,American League,Total Bases,367,player,1
Jim Rivera,https://www.baseball-almanac.com/players/player.php?p=riverji01,Chicago,,1953,American League,Triples,16,player,1
Bob Porterfield,https://www.baseball-almanac.com/players/player.php?p=portebo01,Washington,,1953,American League,Complete Games,24,pitcher,1
Ed Lopat,https://www.baseball-almanac.com/players/player.php?p=lopated01,New York,,1953,American League,ERA,2.42,pitcher,1
Ellis Kinder,https://www.baseball-almanac.com/players/player.php?p=kindeel01,Boston,,1953,American League,Games,69,pitcher,1
Ellis Kinder,https://www.baseball-almanac.com/players/player.php?p=kindeel01,Boston,,1953,American League,Saves,27,pitcher,1
Bob Porterfield,https://www.baseball-almanac.com/players/player.php?p=portebo01,Washington,,1953,American League,Shutouts,9,pitcher,1
Billy Pierce,https://www.baseball-almanac.com/players/player.php?p=piercbi02,New York,,1953,American League,Strikeouts,186,pitcher,1
Ed Lopat,https://www.baseball-almanac.com/players/player.php?p=lopated01,New York,,1953,American League,Winning Percentage,.800,pitcher,1
Bob Porterfield,https://www.baseball-almanac.com/players/player.php?p=portebo01,Washington,,1953,American League,Wins,22,pitcher,1
