year,league,division,team,wins,losses,winning_percentage,games_back,ties,payroll
1985,American League,League,Toronto Blue Jays,99,62,0.615,.615,0,
1985,American League,League,New York Yankees,97,64,0.602,.602,0,
1985,American League,League,Detroit Tigers,84,77,0.522,.522,0,
1985,American League,League,Baltimore Orioles,83,78,0.516,.516,0,
1985,American League,League,Boston Red Sox,81,81,0.5,.500,0,
1985,American League,League,Milwaukee Brewers,71,90,0.441,.441,0,
1985,American League,League,Cleveland Indians,60,102,0.37,.370,0,
1985,American League,League,Kansas City Royals,91,71,0.562,.562,0,
1985,American League,League,California Angels,90,72,0.556,.556,0,
1985,American League,League,Chicago White Sox,85,77,0.525,.525,0,
1985,American League,League,Minnesota Twins,77,85,0.475,.475,0,
1985,American League,League,Oakland Athletics,77,85,0.475,.475,0,
1985,American League,League,Seattle Mariners,74,88,0.457,.457,0,
1985,American League,League,Texas Rangers,62,99,0.385,.385,0,
