year,league,division,team,wins,losses,winning_percentage,games_back,ties,payroll
1962,National League,League,San Francisco Giants,103,62,0.624,.624,0,
1962,National League,League,Los Angeles Dodgers,102,63,0.618,.618,0,
1962,National League,League,Cincinnati Reds,98,64,0.605,.605,0,
1962,National League,League,Pittsburgh Pirates,93,68,0.578,.578,0,
1962,National League,League,Milwaukee Braves,86,76,0.531,.531,0,
1962,National League,League,St. Louis Cardinals,84,78,0.519,.519,0,
1962,National League,League,Philadelphia Phillies,81,80,0.503,.503,0,
1962,National League,League,Houston Colt .45s,64,96,0.4,.400,0,
1962,National League,League,Chicago Cubs,59,103,0.364,.364,0,
1962,National League,League,New York Mets,40,120,0.25,.250,0,
