year,league,division,team,wins,losses,winning_percentage,games_back,ties,payroll
1988,American League,League,Boston Red Sox,89,73,0.549,.549,0,
1988,American League,League,Detroit Tigers,88,74,0.543,.543,0,
1988,American League,League,Toronto Blue Jays,87,75,0.537,.537,0,
1988,American League,League,Milwaukee Brewers,87,75,0.537,.537,0,
1988,American League,League,New York Yankees,85,76,0.528,.528,0,
1988,American League,League,Cleveland Indians,78,84,0.481,.481,0,
1988,American League,League,Baltimore Orioles,54,107,0.335,.335,0,
1988,American League,League,Oakland Athletics,104,58,0.642,.642,0,
1988,American League,League,Minnesota Twins,91,71,0.562,.562,0,
1988,American League,League,Kansas City Royals,84,77,0.522,.522,0,
1988,American League,League,California Angels,75,87,0.463,.463,0,
1988,American League,League,Chicago White Sox,71,90,0.441,.441,0,
1988,American League,League,Texas Rangers,70,91,0.435,.435,0,
1988,American League,League,Seattle Mariners,68,93,0.422,.422,0,
