name,url,team,team_url,year,league,statistic,value,stat_type,rank
Juan Soto,https://www.baseball-almanac.com/players/player.php?p=sotoju01,San Diego Padres,,2023,National League,Base on Balls,132,player,1
Luis Arraez,https://www.baseball-almanac.com/players/player.php?p=arraelu01,Miami Marlins,,2023,National League,Batting Average,.354,player,1
Freddie Freeman,https://www.baseball-almanac.com/players/player.php?p=freemfr01,Los Angeles Dodgers,,2023,National League,Doubles,59,player,1
Ronald Acuña Jr.,https://www.baseball-almanac.com/players/player.php?p=acunaro01,Atlanta Braves,,2023,National League,Hits,217,player,1
Matt Olson,https://www.baseball-almanac.com/players/player.php?p=olsonma02,Atlanta Braves,,2023,National League,Home Runs,54,player,1
Ronald Acuña Jr.,https://www.baseball-almanac.com/players/player.php?p=acunaro01,Atlanta Braves,,2023,National League,On Base Percentage,.416,player,1
Matt Olson,https://www.baseball-almanac.com/players/player.php?p=olsonma02,Atlanta Braves,,2023,National League,RBI,139,player,1
Ronald Acuña Jr.,https://www.baseball-almanac.com/players/player.php?p=acunaro01,Atlanta Braves,,2023,National League,Runs,149,player,1
Matt Olson,https://www.baseball-almanac.com/players/player.php?p=olsonma02,Atlanta Braves,,2023,National League,Slugging Average,.604,player,1
Ronald Acuña Jr.,https://www.baseball-almanac.com/players/player.php?p=acunaro01,Atlanta Braves,,2023,National League,Stolen Bases,73,player,1
Ronald Acuña Jr.,https://www.baseball-almanac.com/players/player.php?p=acunaro01,Atlanta Braves,,2023,National League,Total Bases,383,player,1
Corbin Carroll,https://www.baseball-almanac.com/players/player.php?p=carroco02,Arizona Diamondbacks,,2023,National League,Triples,10,player,1
Sandy Alcantara,https://www.baseball-almanac.com/players/player.php?p=alcansa01,Miami Marlins,,2023,National League,Complete Games,3,pitcher,1
Blake Snell,https://www.baseball-almanac.com/players/player.php?p=snellbl01,San Diego Padres,,2023,National League,ERA,2.25,pitcher,1
Miguel Castro,https://www.baseball-almanac.com/players/player.php?p=castrmi01,Arizona Diamondbacks,,2023,National League,Games,75,pitcher,1
David Bednar,https://www.baseball-almanac.com/players/player.php?p=bednada01,Pittsburgh Pirates,,2023,National League,Saves,39,pitcher,1
Camilo Doval,https://www.baseball-almanac.com/players/player.php?p=dovalca01,San Francisco Giants,,2023,National League,Saves,39,pitcher,1
Sandy Alcantara,https://www.baseball-almanac.com/players/player.php?p=alcansa01,Miami Marlins,,2023,National League,Shutouts,1,pitcher,1
Alex Cobb,https://www.baseball-almanac.com/players/player.php?p=cobbal01,San Francisco Giants,,2023,National League,Shutouts,1,pitcher,1
Max Fried,https://www.baseball-almanac.com/players/player.php?p=friedma01,Atlanta Braves,,2023,National League,Shutouts,1,pitcher,1
Zac Gallen,https://www.baseball-almanac.com/players/player.php?p=galleza01,Arizona Diamondbacks,,2023,National League,Shutouts,1,pitcher,1
Mitch Keller,https://www.baseball-almanac.com/players/player.php?p=kellemi03,Pittsburgh Pirates,,2023,National League,Shutouts,1,pitcher,1
Michael Lorenzen,https://www.baseball-almanac.com/players/player.php?p=lorenmi01,Philadelphia Phillies,,2023,National League,Shutouts,1,pitcher,1
Johan Oviedo,https://www.baseball-almanac.com/players/player.php?p=oviedjo01,Pittsburgh Pirates,,2023,National League,Shutouts,1,pitcher,1
Marcus Stroman,https://www.baseball-almanac.com/players/player.php?p=stromma01,Chicago Cubs,,2023,National League,Shutouts,1,pitcher,1
Logan Webb,https://www.baseball-almanac.com/players/player.php?p=webblo01,San Francisco Giants,,2023,National League,Shutouts,1,pitcher,1
Brandon Woodruff,https://www.baseball-almanac.com/players/player.php?p=woodrbr01,Milwaukee Brewers,,2023,National League,Shutouts,1,pitcher,1
Spencer Strider,https://www.baseball-almanac.com/players/player.php?p=stridsp01,Atlanta Braves,,2023,National League,Strikeouts,281,pitcher,1
Spencer Strider,https://www.baseball-almanac.com/players/player.php?p=stridsp01,Atlanta Braves,,2023,National League,Winning Percentage,.800,pitcher,1
Spencer Strider,https://www.baseball-almanac.com/players/player.php?p=stridsp01,Atlanta Braves,,2023,National League,Wins,20,pitcher,1
