name,url,team,team_url,year,league,statistic,value,stat_type,rank
Harmon Killebrew,https://www.baseball-almanac.com/players/player.php?p=killeha01,Minnesota,,1966,American League,Base on Balls,103,player,1
Frank Robinson,https://www.baseball-almanac.com/players/player.php?p=robinfr02,Baltimore,,1966,American League,Batting Average,.316,player,1
Carl Yastrzemski,https://www.baseball-almanac.com/players/player.php?p=yastrca01,Boston,,1966,American League,Doubles,39,player,1
Tony Oliva,https://www.baseball-almanac.com/players/player.php?p=olivato01,Minnesota,,1966,American League,Hits,191,player,1
Frank Robinson,https://www.baseball-almanac.com/players/player.php?p=robinfr02,Baltimore,,1966,American League,Home Runs,49,player,1
Frank Robinson,https://www.baseball-almanac.com/players/player.php?p=robinfr02,Baltimore,,1966,American League,On Base Percentage,.415,player,1
Frank Robinson,https://www.baseball-almanac.com/players/player.php?p=robinfr02,Baltimore,,1966,American League,RBI,122,player,1
Frank Robinson,https://www.baseball-almanac.com/players/player.php?p=robinfr02,Baltimore,,1966,American League,Runs,122,player,1
Frank Robinson,https://www.baseball-almanac.com/players/player.php?p=robinfr02,Baltimore,,1966,American League,Slugging Average,.637,player,1
Bert Campaneris,https://www.baseball-almanac.com/players/player.php?p=campabe01,Kansas City,,1966,American League,Stolen Bases,52,player,1
Frank Robinson,https://www.baseball-almanac.com/players/player.php?p=robinfr02,Baltimore,,1966,American League,Total Bases,367,player,1
Bobby Knoop,https://www.baseball-almanac.com/players/player.php?p=knoopbo01,California,,1966,American League,Triples,11,player,1
Jim Kaat,https://www.baseball-almanac.com/players/player.php?p=kaatji01,Minnesota,,1966,American League,Complete Games,19,pitcher,1
Gary Peters,https://www.baseball-almanac.com/players/player.php?p=peterga01,Chicago,,1966,American League,ERA,1.98,pitcher,1
Eddie Fisher,https://www.baseball-almanac.com/players/player.php?p=fisheed02,Baltimore,,1966,American League,Games,67,pitcher,1
Eddie Fisher,https://www.baseball-almanac.com/players/player.php?p=fisheed02,Chicago,,1966,American League,Games,67,pitcher,1
Jack Aker,https://www.baseball-almanac.com/players/player.php?p=akerja01,Kansas City,,1966,American League,Saves,32,pitcher,1
Tommy John,https://www.baseball-almanac.com/players/player.php?p=johnto01,Chicago,,1966,American League,Shutouts,5,pitcher,1
Sam McDowell,https://www.baseball-almanac.com/players/player.php?p=mcdowsa01,Cleveland,,1966,American League,Shutouts,5,pitcher,1
Luis Tiant,https://www.baseball-almanac.com/players/player.php?p=tiantlu01,Cleveland,,1966,American League,Shutouts,5,pitcher,1
Sam McDowell,https://www.baseball-almanac.com/players/player.php?p=mcdowsa01,Cleveland,,1966,American League,Strikeouts,225,pitcher,1
Sonny Siebert,https://www.baseball-almanac.com/players/player.php?p=siebeso01,Cleveland,,1966,American League,Winning Percentage,.667,pitcher,1
Jim Kaat,https://www.baseball-almanac.com/players/player.php?p=kaatji01,Minnesota,,1966,American League,Wins,25,pitcher,1
