name,url,team,team_url,year,league,statistic,value,stat_type,rank
Daric Barton,https://www.baseball-almanac.com/players/player.php?p=bartoda02,Oakland,,2010,American League,Base on Balls,110,player,1
Josh Hamilton,https://www.baseball-almanac.com/players/player.php?p=hamiljo03,Texas,,2010,American League,Batting Average,.359,player,1
Adrian Beltre,https://www.baseball-almanac.com/players/player.php?p=beltrad01,Boston,,2010,American League,Doubles,49,player,1
Ichiro Suzuki,https://www.baseball-almanac.com/players/player.php?p=suzukic01,Seattle,,2010,American League,Hits,214,player,1
Jose Bautista,https://www.baseball-almanac.com/players/player.php?p=bautijo02,Toronto,,2010,American League,Home Runs,54,player,1
Miguel Cabrera,https://www.baseball-almanac.com/players/player.php?p=cabremi01,Detroit,,2010,American League,On Base Percentage,.420,player,1
Miguel Cabrera,https://www.baseball-almanac.com/players/player.php?p=cabremi01,Detroit,,2010,American League,RBI,126,player,1
Mark Teixeira,https://www.baseball-almanac.com/players/player.php?p=teixema01,New York,,2010,American League,Runs,113,player,1
Josh Hamilton,https://www.baseball-almanac.com/players/player.php?p=hamiljo03,Texas,,2010,American League,Slugging Average,.633,player,1
Juan Pierre,https://www.baseball-almanac.com/players/player.php?p=pierrju01,Chicago,,2010,American League,Stolen Bases,68,player,1
Jose Bautista,https://www.baseball-almanac.com/players/player.php?p=bautijo02,Toronto,,2010,American League,Total Bases,351,player,1
Carl Crawford,https://www.baseball-almanac.com/players/player.php?p=crawfca02,Tampa Bay,,2010,American League,Triples,13,player,1
Cliff Lee,https://www.baseball-almanac.com/players/player.php?p=leecl02,Seattle / Texas,,2010,American League,Complete Games,7,pitcher,1
Carl Pavano,https://www.baseball-almanac.com/players/player.php?p=pavanca01,Minnesota,,2010,American League,Complete Games,7,pitcher,1
Felix Hernandez,https://www.baseball-almanac.com/players/player.php?p=hernafe02,Seattle,,2010,American League,ERA,2.27,pitcher,1
Randy Choate,https://www.baseball-almanac.com/players/player.php?p=choatra01,Tampa Bay,,2010,American League,Games,85,pitcher,1
Rafael Soriano,https://www.baseball-almanac.com/players/player.php?p=soriara01,Tampa Bay,,2010,American League,Saves,45,pitcher,1
Dallas Braden,https://www.baseball-almanac.com/players/player.php?p=bradeda01,Oakland,,2010,American League,Shutouts,2,pitcher,1
Carl Pavano,https://www.baseball-almanac.com/players/player.php?p=pavanca01,Minnesota,,2010,American League,Shutouts,2,pitcher,1
Jered Weaver,https://www.baseball-almanac.com/players/player.php?p=weaveje02,Los Angeles,,2010,American League,Strikeouts,233,pitcher,1
Tommy Hunter,https://www.baseball-almanac.com/players/player.php?p=hunteto02,Texas,,2010,American League,Winning Percentage,.765,pitcher,1
C.C. Sabathia,https://www.baseball-almanac.com/players/player.php?p=sabatcc01,New York,,2010,American League,Wins,21,pitcher,1
