name,url,team,team_url,year,league,statistic,value,stat_type,rank
Mike Tiernan,https://www.baseball-almanac.com/players/player.php?p=tiernmi01,New York,,1889,National League,Base on Balls,96,player,1
Dan Brouthers,https://www.baseball-almanac.com/players/player.php?p=broutda01,Boston,,1889,National League,Batting Average,.373,player,1
King Kelly,https://www.baseball-almanac.com/players/player.php?p=kellyki01,Boston,,1889,National League,Doubles,41,player,1
Jack Glasscock,https://www.baseball-almanac.com/players/player.php?p=glassja01,Indianapolis,,1889,National League,Hits,205,player,1
Sam Thompson,https://www.baseball-almanac.com/players/player.php?p=thompsa01,Philadelphia,,1889,National League,Home Runs,20,player,1
Fred Carroll,https://www.baseball-almanac.com/players/player.php?p=carrofr01,Pittsburgh,,1889,National League,On Base Percentage,.486,player,1
Roger Connor,https://www.baseball-almanac.com/players/player.php?p=connoro01,New York,,1889,National League,RBI,130,player,1
Mike Tiernan,https://www.baseball-almanac.com/players/player.php?p=tiernmi01,New York,,1889,National League,Runs,147,player,1
Roger Connor,https://www.baseball-almanac.com/players/player.php?p=connoro01,New York,,1889,National League,Slugging Average,.528,player,1
Jimmy Ryan,https://www.baseball-almanac.com/players/player.php?p=ryanji01,Chicago,,1889,National League,Total Bases,297,player,1
Walt Wilmot,https://www.baseball-almanac.com/players/player.php?p=wilmowa01,Washington,,1889,National League,Triples,19,player,1
John Clarkson,https://www.baseball-almanac.com/players/player.php?p=clarkjo01,Boston,,1889,National League,Complete Games,68,pitcher,1
John Clarkson,https://www.baseball-almanac.com/players/player.php?p=clarkjo01,Boston,,1889,National League,ERA,2.73,pitcher,1
John Clarkson,https://www.baseball-almanac.com/players/player.php?p=clarkjo01,Boston,,1889,National League,Games,73,pitcher,1
Bill Bishop,https://www.baseball-almanac.com/players/player.php?p=bishobi01,Chicago,,1889,National League,Saves,2,pitcher,1
Bill Sowders,https://www.baseball-almanac.com/players/player.php?p=sowdebi01,Boston,,1889,National League,Saves,2,pitcher,1
Mickey Welch,https://www.baseball-almanac.com/players/player.php?p=welchmi01,New York,,1889,National League,Saves,2,pitcher,1
John Clarkson,https://www.baseball-almanac.com/players/player.php?p=clarkjo01,Boston,,1889,National League,Shutouts,8,pitcher,1
John Clarkson,https://www.baseball-almanac.com/players/player.php?p=clarkjo01,Boston,,1889,National League,Strikeouts,284,pitcher,1
John Clarkson,https://www.baseball-almanac.com/players/player.php?p=clarkjo01,Boston,,1889,National League,Winning Percentage,.721,pitcher,1
John Clarkson,https://www.baseball-almanac.com/players/player.php?p=clarkjo01,Boston,,1889,National League,Wins,49,pitcher,1
