name,url,team,team_url,year,league,statistic,value,stat_type,rank
Rickey Henderson,https://www.baseball-almanac.com/players/player.php?p=henderi01,Oakland,,1983,American League,Base on Balls,103,player,1
Wade Boggs,https://www.baseball-almanac.com/players/player.php?p=boggswa01,Boston,,1983,American League,Batting Average,.361,player,1
"Cal Ripken, Jr.",https://www.baseball-almanac.com/players/player.php?p=ripkeca01,Baltimore,,1983,American League,Doubles,47,player,1
"Cal Ripken, Jr.",https://www.baseball-almanac.com/players/player.php?p=ripkeca01,Baltimore,,1983,American League,Hits,211,player,1
Jim Rice,https://www.baseball-almanac.com/players/player.php?p=riceji01,Boston,,1983,American League,Home Runs,39,player,1
Wade Boggs,https://www.baseball-almanac.com/players/player.php?p=boggswa01,Boston,,1983,American League,On Base Percentage,.449,player,1
Cecil Cooper,https://www.baseball-almanac.com/players/player.php?p=coopece01,Milwaukee,,1983,American League,RBI,126,player,1
Jim Rice,https://www.baseball-almanac.com/players/player.php?p=riceji01,Boston,,1983,American League,RBI,126,player,1
"Cal Ripken, Jr.",https://www.baseball-almanac.com/players/player.php?p=ripkeca01,Baltimore,,1983,American League,Runs,121,player,1
George Brett,https://www.baseball-almanac.com/players/player.php?p=brettge01,Kansas City,,1983,American League,Slugging Average,.563,player,1
Rickey Henderson,https://www.baseball-almanac.com/players/player.php?p=henderi01,Oakland,,1983,American League,Stolen Bases,108,player,1
Jim Rice,https://www.baseball-almanac.com/players/player.php?p=riceji01,Boston,,1983,American League,Total Bases,344,player,1
Robin Yount,https://www.baseball-almanac.com/players/player.php?p=yountro01,Milwaukee,,1983,American League,Triples,10,player,1
Ron Guidry,https://www.baseball-almanac.com/players/player.php?p=guidrro01,New York,,1983,American League,Complete Games,21,pitcher,1
Rick Honeycutt,https://www.baseball-almanac.com/players/player.php?p=honeyri01,Texas,,1983,American League,ERA,2.42,pitcher,1
Dan Quisenberry,https://www.baseball-almanac.com/players/player.php?p=quiseda01,Kansas City,,1983,American League,Games,69,pitcher,1
Dan Quisenberry,https://www.baseball-almanac.com/players/player.php?p=quiseda01,Kansas City,,1983,American League,Saves,45,pitcher,1
Mike Boddicker,https://www.baseball-almanac.com/players/player.php?p=boddimi01,Baltimore,,1983,American League,Shutouts,5,pitcher,1
Jack Morris,https://www.baseball-almanac.com/players/player.php?p=morrija02,Detroit,,1983,American League,Strikeouts,232,pitcher,1
Richard Dotson,https://www.baseball-almanac.com/players/player.php?p=dotsori01,Chicago,,1983,American League,Winning Percentage,.759,pitcher,1
La Marr Hoyt,https://www.baseball-almanac.com/players/player.php?p=hoytla01,Chicago,,1983,American League,Wins,24,pitcher,1
