year,league,division,team,wins,losses,winning_percentage,games_back,ties,payroll
1966,National League,League,Los Angeles Dodgers,95,67,0.586,.586,0,
1966,National League,League,San Francisco Giants,93,68,0.578,.578,0,
1966,National League,League,Pittsburgh Pirates,92,70,0.568,.568,0,
1966,National League,League,Philadelphia Phillies,87,75,0.537,.537,0,
1966,National League,League,Atlanta Braves,85,77,0.525,.525,0,
1966,National League,League,St. Louis Cardinals,83,79,0.512,.512,0,
1966,National League,League,Cincinnati Reds,76,84,0.475,.475,0,
1966,National League,League,Houston Astros,72,90,0.444,.444,0,
1966,National League,League,New York Mets,66,95,0.41,.410,0,
1966,National League,League,Chicago Cubs,59,103,0.364,.364,0,
