name,url,team,team_url,year,league,statistic,value,stat_type,rank
Mike Hargrove,https://www.baseball-almanac.com/players/player.php?p=hargrmi01,Texas,,1976,American League,Base on Balls,97,player,1
George Brett,https://www.baseball-almanac.com/players/player.php?p=brettge01,Kansas City,,1976,American League,Batting Average,.333,player,1
Amos Otis,https://www.baseball-almanac.com/players/player.php?p=otisam01,Kansas City,,1976,American League,Doubles,40,player,1
George Brett,https://www.baseball-almanac.com/players/player.php?p=brettge01,Kansas City,,1976,American League,Hits,215,player,1
Graig Nettles,https://www.baseball-almanac.com/players/player.php?p=nettlgr01,New York,,1976,American League,Home Runs,32,player,1
Hal McRae,https://www.baseball-almanac.com/players/player.php?p=mcraeha01,Kansas City,,1976,American League,On Base Percentage,.412,player,1
Lee May,https://www.baseball-almanac.com/players/player.php?p=mayle01,Baltimore,,1976,American League,RBI,109,player,1
Roy White,https://www.baseball-almanac.com/players/player.php?p=whitero01,New York,,1976,American League,Runs,104,player,1
Reggie Jackson,https://www.baseball-almanac.com/players/player.php?p=jacksre01,Baltimore,,1976,American League,Slugging Average,.502,player,1
Billy North,https://www.baseball-almanac.com/players/player.php?p=northbi01,Oakland,,1976,American League,Stolen Bases,75,player,1
George Brett,https://www.baseball-almanac.com/players/player.php?p=brettge01,Kansas City,,1976,American League,Total Bases,298,player,1
George Brett,https://www.baseball-almanac.com/players/player.php?p=brettge01,Kansas City,,1976,American League,Triples,14,player,1
Mark Fidrych,https://www.baseball-almanac.com/players/player.php?p=fidryma01,Detroit,,1976,American League,Complete Games,24,pitcher,1
Mark Fidrych,https://www.baseball-almanac.com/players/player.php?p=fidryma01,Detroit,,1976,American League,ERA,2.34,pitcher,1
Bill Campbell,https://www.baseball-almanac.com/players/player.php?p=campbbi02,Minnesota,,1976,American League,Games,78,pitcher,1
Sparky Lyle,https://www.baseball-almanac.com/players/player.php?p=lylesp01,New York,,1976,American League,Saves,23,pitcher,1
Nolan Ryan,https://www.baseball-almanac.com/players/player.php?p=ryanno01,California,,1976,American League,Shutouts,7,pitcher,1
Nolan Ryan,https://www.baseball-almanac.com/players/player.php?p=ryanno01,California,,1976,American League,Strikeouts,327,pitcher,1
Bill Campbell,https://www.baseball-almanac.com/players/player.php?p=campbbi02,Minnesota,,1976,American League,Winning Percentage,.773,pitcher,1
Jim Palmer,https://www.baseball-almanac.com/players/player.php?p=palmeji01,Baltimore,,1976,American League,Wins,22,pitcher,1
