year,league,division,team,wins,losses,winning_percentage,games_back,ties,payroll
2016,National League,League,Washington Nationals,95,67,0.586,0,0,
2016,National League,League,New York Mets,87,75,0.537,0,0,
2016,National League,League,Miami Marlins,79,82,0.491,0,0,
2016,National League,League,Philadelphia Phillies,71,91,0.438,0,0,
2016,National League,League,Atlanta Braves,68,93,0.422,0,0,
2016,National League,League,Chicago Cubs,103,58,0.64,0,0,
2016,National League,League,St. Louis Cardinals,86,76,0.531,0,0,
2016,National League,League,Pittsburgh Pirates,78,83,0.484,0,0,
2016,National League,League,Milwaukee Brewers,73,89,0.451,0,0,
2016,National League,League,Cincinnati Reds,68,94,0.42,0,0,
2016,National League,League,Los Angeles Dodgers,91,71,0.562,0,0,
2016,National League,League,San Francisco Giants,87,75,0.537,0,0,
2016,National League,League,Colorado Rockies,75,87,0.463,0,0,
2016,National League,League,Arizona Diamondbacks,69,93,0.426,0,0,
2016,National League,League,San Diego Padres,68,94,0.42,0,0,
