year,league,division,team,wins,losses,winning_percentage,games_back,ties,payroll
2022,American League,League,New York Yankees,99,63,0.611,0,0,
2022,American League,League,Toronto Blue Jays,92,70,0.568,0,0,
2022,American League,League,Tampa Bay Rays,86,76,0.531,0,0,
2022,American League,League,Baltimore Orioles,83,79,0.512,0,0,
2022,American League,League,Boston Red Sox,78,84,0.481,0,0,
2022,American League,League,Cleveland Guardians,92,70,0.568,0,0,
2022,American League,League,Chicago White Sox,81,81,0.5,0,0,
2022,American League,League,Minnesota Twins,78,84,0.481,0,0,
2022,American League,League,Detroit Tigers,66,96,0.407,0,0,
2022,American League,League,Kansas City Royals,65,97,0.401,0,0,
2022,American League,League,Houston Astros,106,56,0.654,0,0,
2022,American League,League,Seattle Mariners,90,72,0.556,0,0,
2022,American League,League,Los Angeles Angels,73,89,0.451,0,0,
2022,American League,League,Texas Rangers,68,94,0.42,0,0,
2022,American League,League,Oakland Athletics,60,102,0.37,0,0,
