name,url,team,team_url,year,league,statistic,value,stat_type,rank
Carl Yastrzemski,https://www.baseball-almanac.com/players/player.php?p=yastrca01,Boston,,1963,American League,Base on Balls,95,player,1
Carl Yastrzemski,https://www.baseball-almanac.com/players/player.php?p=yastrca01,Boston,,1963,American League,Batting Average,.321,player,1
Carl Yastrzemski,https://www.baseball-almanac.com/players/player.php?p=yastrca01,Boston,,1963,American League,Doubles,40,player,1
Carl Yastrzemski,https://www.baseball-almanac.com/players/player.php?p=yastrca01,Boston,,1963,American League,Hits,183,player,1
Harmon Killebrew,https://www.baseball-almanac.com/players/player.php?p=killeha01,Minnesota,,1963,American League,Home Runs,45,player,1
Carl Yastrzemski,https://www.baseball-almanac.com/players/player.php?p=yastrca01,Boston,,1963,American League,On Base Percentage,.419,player,1
Dick Stuart,https://www.baseball-almanac.com/players/player.php?p=stuardi01,Boston,,1963,American League,RBI,118,player,1
Bob Allison,https://www.baseball-almanac.com/players/player.php?p=allisbo01,Minnesota,,1963,American League,Runs,99,player,1
Harmon Killebrew,https://www.baseball-almanac.com/players/player.php?p=killeha01,Minnesota,,1963,American League,Slugging Average,.555,player,1
Luis Aparicio,https://www.baseball-almanac.com/players/player.php?p=aparilu01,Baltimore,,1963,American League,Stolen Bases,40,player,1
Dick Stuart,https://www.baseball-almanac.com/players/player.php?p=stuardi01,Boston,,1963,American League,Total Bases,319,player,1
Zoilo Versalles,https://www.baseball-almanac.com/players/player.php?p=versazo01,Minnesota,,1963,American League,Triples,13,player,1
Camilo Pascual,https://www.baseball-almanac.com/players/player.php?p=pascuca02,Minnesota,,1963,American League,Complete Games,18,pitcher,1
Ralph Terry,https://www.baseball-almanac.com/players/player.php?p=terryra01,New York,,1963,American League,Complete Games,18,pitcher,1
Gary Peters,https://www.baseball-almanac.com/players/player.php?p=peterga01,Chicago,,1963,American League,ERA,2.33,pitcher,1
Stu Miller,https://www.baseball-almanac.com/players/player.php?p=millest01,Baltimore,,1963,American League,Games,71,pitcher,1
Stu Miller,https://www.baseball-almanac.com/players/player.php?p=millest01,Baltimore,,1963,American League,Saves,27,pitcher,1
Ray Herbert,https://www.baseball-almanac.com/players/player.php?p=herbera01,Chicago,,1963,American League,Shutouts,7,pitcher,1
Camilo Pascual,https://www.baseball-almanac.com/players/player.php?p=pascuca02,Minnesota,,1963,American League,Strikeouts,202,pitcher,1
Whitey Ford,https://www.baseball-almanac.com/players/player.php?p=fordwh01,New York,,1963,American League,Winning Percentage,.774,pitcher,1
Whitey Ford,https://www.baseball-almanac.com/players/player.php?p=fordwh01,New York,,1963,American League,Wins,24,pitcher,1
