year,league,division,team,wins,losses,winning_percentage,games_back,ties,payroll
2010,American League,League,Tampa Bay Rays,96,66,0.593,0,0,
2010,American League,League,New York Yankees,95,67,0.586,0,0,
2010,American League,League,Boston Red Sox,89,73,0.549,0,0,
2010,American League,League,Toronto Blue Jays,85,77,0.525,0,0,
2010,American League,League,Baltimore Orioles,66,96,0.407,0,0,
2010,American League,League,Minnesota Twins,94,68,0.58,0,0,
2010,American League,League,Chicago White Sox,88,74,0.543,0,0,
2010,American League,League,Detroit Tigers,81,81,0.5,0,0,
2010,American League,League,Cleveland Indians,69,93,0.426,0,0,
2010,American League,League,Kansas City Royals,67,95,0.414,0,0,
2010,American League,League,Texas Rangers,90,72,0.556,0,0,
2010,American League,League,Oakland Athletics,81,81,0.5,0,0,
2010,American League,League,Los Angeles Angels,80,82,0.494,0,0,
2010,American League,League,Seattle Mariners,61,101,0.377,0,0,
