year,league,division,team,wins,losses,winning_percentage,games_back,ties,payroll
1968,National League,League,St. Louis Cardinals,97,65,0.599,.599,0,
1968,National League,League,San Francisco Giants,88,74,0.543,.543,0,
1968,National League,League,Chicago Cubs,84,78,0.519,.519,0,
1968,National League,League,Cincinnati Reds,83,79,0.512,.512,0,
1968,National League,League,Atlanta Braves,81,81,0.5,.500,0,
1968,National League,League,Pittsburgh Pirates,80,82,0.494,.494,0,
1968,National League,League,Philadelphia Phillies,76,86,0.469,.469,0,
1968,National League,League,Los Angeles Dodgers,76,86,0.469,.469,0,
1968,National League,League,New York Mets,73,89,0.451,.451,0,
1968,National League,League,Houston Astros,72,90,0.444,.444,0,
