name,url,team,team_url,year,league,statistic,value,stat_type,rank
Arky Vaughan,https://www.baseball-almanac.com/players/player.php?p=vaughar01,Pittsburgh,,1935,National League,Base on Balls,97,player,1
Arky Vaughan,https://www.baseball-almanac.com/players/player.php?p=vaughar01,Pittsburgh,,1935,National League,Batting Average,.385,player,1
Billy Herman,https://www.baseball-almanac.com/players/player.php?p=hermabi01,Chicago,,1935,National League,Doubles,57,player,1
Billy Herman,https://www.baseball-almanac.com/players/player.php?p=hermabi01,Chicago,,1935,National League,Hits,227,player,1
Wally Berger,https://www.baseball-almanac.com/players/player.php?p=bergewa01,Boston,,1935,National League,Home Runs,34,player,1
Arky Vaughan,https://www.baseball-almanac.com/players/player.php?p=vaughar01,Pittsburgh,,1935,National League,On Base Percentage,.491,player,1
Wally Berger,https://www.baseball-almanac.com/players/player.php?p=bergewa01,Boston,,1935,National League,RBI,130,player,1
Augie Galan,https://www.baseball-almanac.com/players/player.php?p=galanau01,Chicago,,1935,National League,Runs,133,player,1
Arky Vaughan,https://www.baseball-almanac.com/players/player.php?p=vaughar01,Pittsburgh,,1935,National League,Slugging Average,.607,player,1
Augie Galan,https://www.baseball-almanac.com/players/player.php?p=galanau01,Chicago,,1935,National League,Stolen Bases,22,player,1
Joe Medwick,https://www.baseball-almanac.com/players/player.php?p=medwijo01,St. Louis,,1935,National League,Total Bases,365,player,1
Ival Goodman,https://www.baseball-almanac.com/players/player.php?p=goodmiv01,Cincinnati,,1935,National League,Triples,18,player,1
Dizzy Dean,https://www.baseball-almanac.com/players/player.php?p=deandi01,St. Louis,,1935,National League,Complete Games,29,pitcher,1
Cy Blanton,https://www.baseball-almanac.com/players/player.php?p=blantcy01,Pittsburgh,,1935,National League,ERA,2.58,pitcher,1
Orville Jorgens,https://www.baseball-almanac.com/players/player.php?p=jorgeor01,Philadelphia,,1935,National League,Games,53,pitcher,1
Dutch Leonard,https://www.baseball-almanac.com/players/player.php?p=leonadu02,Pittsburgh,,1935,National League,Saves,8,pitcher,1
Cy Blanton,https://www.baseball-almanac.com/players/player.php?p=blantcy01,Pittsburgh,,1935,National League,Shutouts,4,pitcher,1
Freddie Fitzsimmons,https://www.baseball-almanac.com/players/player.php?p=fitzsfr01,New York,,1935,National League,Shutouts,4,pitcher,1
Larry French,https://www.baseball-almanac.com/players/player.php?p=frencla01,Chicago,,1935,National League,Shutouts,4,pitcher,1
Van Mungo,https://www.baseball-almanac.com/players/player.php?p=mungova01,Brooklyn,,1935,National League,Shutouts,4,pitcher,1
Jim Weaver,https://www.baseball-almanac.com/players/player.php?p=weaveji01,Pittsburgh,,1935,National League,Shutouts,4,pitcher,1
Dizzy Dean,https://www.baseball-almanac.com/players/player.php?p=deandi01,St. Louis,,1935,National League,Strikeouts,190,pitcher,1
Bill Lee,https://www.baseball-almanac.com/players/player.php?p=leebi02,Chicago,,1935,National League,Winning Percentage,.769,pitcher,1
Dizzy Dean,https://www.baseball-almanac.com/players/player.php?p=deandi01,St. Louis,,1935,National League,Wins,28,pitcher,1
