name,url,team,team_url,year,league,statistic,value,stat_type,rank
Jim Fogarty,https://www.baseball-almanac.com/players/player.php?p=fogarji01,Philadelphia,,1887,National League,Base on Balls,82,player,1
Cap Anson,https://www.baseball-almanac.com/players/player.php?p=ansonca01,Chicago,,1887,National League,Batting Average,.347,player,1
Dan Brouthers,https://www.baseball-almanac.com/players/player.php?p=broutda01,Detroit,,1887,National League,Doubles,36,player,1
Sam Thompson,https://www.baseball-almanac.com/players/player.php?p=thompsa01,Detroit,,1887,National League,Hits,203,player,1
Billy O'Brien,https://www.baseball-almanac.com/players/player.php?p=obribi01,Washington,,1887,National League,Home Runs,19,player,1
Dan Brouthers,https://www.baseball-almanac.com/players/player.php?p=broutda01,Detroit,,1887,National League,On Base Percentage,.426,player,1
Sam Thompson,https://www.baseball-almanac.com/players/player.php?p=thompsa01,Detroit,,1887,National League,RBI,166,player,1
Dan Brouthers,https://www.baseball-almanac.com/players/player.php?p=broutda01,Detroit,,1887,National League,Runs,153,player,1
Sam Thompson,https://www.baseball-almanac.com/players/player.php?p=thompsa01,Detroit,,1887,National League,Slugging Average,.571,player,1
Sam Thompson,https://www.baseball-almanac.com/players/player.php?p=thompsa01,Detroit,,1887,National League,Total Bases,311,player,1
Sam Thompson,https://www.baseball-almanac.com/players/player.php?p=thompsa01,Detroit,,1887,National League,Triples,23,player,1
John Clarkson,https://www.baseball-almanac.com/players/player.php?p=clarkjo01,Chicago,,1887,National League,Complete Games,56,pitcher,1
Dan Casey,https://www.baseball-almanac.com/players/player.php?p=caseyda01,Philadelphia,,1887,National League,ERA,2.86,pitcher,1
John Clarkson,https://www.baseball-almanac.com/players/player.php?p=clarkjo01,Chicago,,1887,National League,Games,60,pitcher,1
Lady Baldwin,https://www.baseball-almanac.com/players/player.php?p=baldwla01,Chicago,,1887,National League,Saves,1,pitcher,1
Charlie Ferguson,https://www.baseball-almanac.com/players/player.php?p=ferguch01,Indianapolis,,1887,National League,Saves,1,pitcher,1
Bob Pettit,https://www.baseball-almanac.com/players/player.php?p=pettibo01,Chicago,,1887,National League,Saves,1,pitcher,1
Bill Stemmeyer,https://www.baseball-almanac.com/players/player.php?p=stemmbi01,Boston,,1887,National League,Saves,1,pitcher,1
Mike Tiernan,https://www.baseball-almanac.com/players/player.php?p=tiernmi01,New York,,1887,National League,Saves,1,pitcher,1
Larry Twitchell,https://www.baseball-almanac.com/players/player.php?p=twitcla01,Detroit,,1887,National League,Saves,1,pitcher,1
George Van Haltren,https://www.baseball-almanac.com/players/player.php?p=vanhage01,Chicago,,1887,National League,Saves,1,pitcher,1
Dan Casey,https://www.baseball-almanac.com/players/player.php?p=caseyda01,Philadelphia,,1887,National League,Shutouts,4,pitcher,1
John Clarkson,https://www.baseball-almanac.com/players/player.php?p=clarkjo01,Chicago,,1887,National League,Strikeouts,237,pitcher,1
Charlie Getzien,https://www.baseball-almanac.com/players/player.php?p=getzich01,Detroit,,1887,National League,Winning Percentage,.690,pitcher,1
John Clarkson,https://www.baseball-almanac.com/players/player.php?p=clarkjo01,Chicago,,1887,National League,Wins,38,pitcher,1
