year,league,division,team,wins,losses,winning_percentage,games_back,ties,payroll
1997,American League,League,Baltimore Orioles,98,64,0.605,.605,0,
1997,American League,League,New York Yankees,96,66,0.593,.593,0,
1997,American League,League,Detroit Tigers,79,83,0.488,.488,0,
1997,American League,League,Boston Red Sox,78,84,0.481,.481,0,
1997,American League,League,Toronto Blue Jays,76,86,0.469,.469,0,
1997,American League,League,Cleveland Indians,86,75,0.534,.534,0,
1997,American League,League,Chicago White Sox,80,81,0.497,.497,0,
1997,American League,League,Milwaukee Brewers,78,83,0.484,.484,0,
1997,American League,League,Minnesota Twins,68,94,0.42,.420,0,
1997,American League,League,Kansas City Royals,67,94,0.416,.416,0,
1997,American League,League,Seattle Mariners,90,72,0.556,.556,0,
1997,American League,League,Anaheim Angels,84,78,0.519,.519,0,
1997,American League,League,Texas Rangers,77,85,0.475,.475,0,
1997,American League,League,Oakland Athletics,65,97,0.401,.401,0,
