name,url,team,team_url,year,league,statistic,value,stat_type,rank
David Ortiz,https://www.baseball-almanac.com/players/player.php?p=ortizda01,Boston,,2006,American League,Base on Balls,119,player,1
Joe Mauer,https://www.baseball-almanac.com/players/player.php?p=mauerjo01,Minnesota,,2006,American League,Batting Average,.347,player,1
Grady Sizemore,https://www.baseball-almanac.com/players/player.php?p=sizemgr01,Cleveland,,2006,American League,Doubles,53,player,1
Ichiro Suzuki,https://www.baseball-almanac.com/players/player.php?p=suzukic01,Seattle,,2006,American League,Hits,224,player,1
David Ortiz,https://www.baseball-almanac.com/players/player.php?p=ortizda01,Boston,,2006,American League,Home Runs,54,player,1
Manny Ramirez,https://www.baseball-almanac.com/players/player.php?p=ramirma02,Boston,,2006,American League,On Base Percentage,.439,player,1
David Ortiz,https://www.baseball-almanac.com/players/player.php?p=ortizda01,Boston,,2006,American League,RBI,137,player,1
Grady Sizemore,https://www.baseball-almanac.com/players/player.php?p=sizemgr01,Cleveland,,2006,American League,Runs,134,player,1
Travis Hafner,https://www.baseball-almanac.com/players/player.php?p=hafnetr01,Cleveland,,2006,American League,Slugging Average,.659,player,1
Carl Crawford,https://www.baseball-almanac.com/players/player.php?p=crawfca02,Tampa Bay,,2006,American League,Stolen Bases,58,player,1
David Ortiz,https://www.baseball-almanac.com/players/player.php?p=ortizda01,Boston,,2006,American League,Total Bases,355,player,1
Carl Crawford,https://www.baseball-almanac.com/players/player.php?p=crawfca02,Tampa Bay,,2006,American League,Triples,16,player,1
C.C. Sabathia,https://www.baseball-almanac.com/players/player.php?p=sabatcc01,Cleveland,,2006,American League,Complete Games,6,pitcher,1
Johan Santana,https://www.baseball-almanac.com/players/player.php?p=santajo02,Minnesota,,2006,American League,ERA,2.77,pitcher,1
Scott Proctor,https://www.baseball-almanac.com/players/player.php?p=proctsc01,New York,,2006,American League,Games,83,pitcher,1
Francisco Rodriguez,https://www.baseball-almanac.com/players/player.php?p=rodrifr03,Los Angeles,,2006,American League,Saves,47,pitcher,1
John Lackey,https://www.baseball-almanac.com/players/player.php?p=lackejo01,Los Angeles,,2006,American League,Shutouts,2,pitcher,1
C.C. Sabathia,https://www.baseball-almanac.com/players/player.php?p=sabatcc01,Cleveland,,2006,American League,Shutouts,2,pitcher,1
Jeremy Sowers,https://www.baseball-almanac.com/players/player.php?p=sowerje01,Cleveland,,2006,American League,Shutouts,2,pitcher,1
Jake Westbrook,https://www.baseball-almanac.com/players/player.php?p=westbja01,Cleveland,,2006,American League,Shutouts,2,pitcher,1
Johan Santana,https://www.baseball-almanac.com/players/player.php?p=santajo02,Minnesota,,2006,American League,Strikeouts,245,pitcher,1
Roy Halladay,https://www.baseball-almanac.com/players/player.php?p=hallaro01,Toronto,,2006,American League,Winning Percentage,.762,pitcher,1
Johan Santana,https://www.baseball-almanac.com/players/player.php?p=santajo02,Minnesota,,2006,American League,Wins,19,pitcher,1
Chien-Ming Wang,https://www.baseball-almanac.com/players/player.php?p=wangch01,New York,,2006,American League,Wins,19,pitcher,1
