year,league,division,team,wins,losses,winning_percentage,games_back,ties,payroll
2015,National League,League,New York Mets,90,72,0.556,0,0,
2015,National League,League,Washington Nationals,83,79,0.512,0,0,
2015,National League,League,Miami Marlins,71,91,0.438,0,0,
2015,National League,League,Atlanta Braves,67,95,0.414,0,0,
2015,National League,League,Philadelphia Phillies,63,99,0.389,0,0,
2015,National League,League,St. Louis Cardinals,100,62,0.617,0,0,
2015,National League,League,Pittsburgh Pirates,98,64,0.605,0,0,
2015,National League,League,Chicago Cubs,97,65,0.599,0,0,
2015,National League,League,Milwaukee Brewers,68,94,0.42,0,0,
2015,National League,League,Cincinnati Reds,64,98,0.395,0,0,
2015,National League,League,Los Angeles Dodgers,92,70,0.568,0,0,
2015,National League,League,San Francisco Giants,84,78,0.519,0,0,
2015,National League,League,Arizona Diamondbacks,79,83,0.488,0,0,
2015,National League,League,San Diego Padres,74,88,0.457,0,0,
2015,National League,League,Colorado Rockies,68,94,0.42,0,0,
